,Unnamed: 0,Carbohydrates,Energy,Energy (kCal),Fat,Fiber,Protein,Salt,Saturated fat,Sugars,barcode,name,origins,quantity,unit,Calcium,Omega-3 fatty acids,Polyunsaturated fatty acids,Sodium,Monounsaturated fatty acids,Vitamin A,Vitamin E (Tocopherol),Vitamin C (Ascorbic acid),Magnesium,Iron,Selenium,Vitamin B1 (Thiamin),Vitamin B2 (Riboflavin),Vitamin B3 (Niacin),Vitamin B6 (Pyridoxin),Vitamin D (Cholacalciferol),Vitamin K,Zinco,Polyols,Fructose,Glucose,Lactose,Saccharose,Folic acid,Biotin,Phosphorus,Vitamin B12 (Cobalamin),Vitamin B5 (Panthothenic acid),Cholesterol,Iodine,Provitamin A (β-carotene),Omega-6 fatty acids
5465,5465,58.0,1140.0,273.0,0.5,10.0,3.0,0.05,0.0,47.0,7610632050217,Naturaplan Figs,Turkey,400.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5466,5466,43.0,740.0,177.0,0.5,,0.5,,,,7610807025767,Coop sauce cumberland,Switzerland,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5467,5467,,,,,,,,,,8076800195033,Barilla Spaghettini n. 3,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5468,5468,3.5,2750.0,658.0,61.0,8.0,22.0,0.0,4.5,3.5,7613331681195,Coop Mandelmus Weiss Karma,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5469,5469,44.6,1090.0,258.0,3.9,5.0,8.7,1.2,0.6,8.4,8076809517966,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5470,5470,49.0,840.0,201.0,0.0,0.5,0.0,0.05,0.0,48.0,7610849882304,coop Qualité & Prix Gelée Quitten,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5471,5471,,,,,,,,,,7610606077523,Apimiel Miele Nero,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5472,5472,,,,,,,,,,76406232,Silivri Yoghourt Mocca,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5473,5473,10.6,180.0,42.0,0.0,,0.0,0.0,0.0,10.6,5449000000439,Coca-Cola,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5474,5474,59.0,1018.0,240.0,0.0,1.0,0.4,0.0,0.0,59.0,3045320002720,Bonne Maman Cassis Schwarze Johannisbeeren,,370.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5475,5475,,,,,,,,,,7611654666875,Naturaplan  Alpenherb tea ,Switzerland,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5476,5476,52.3,2302.0,552.0,34.2,,8.1,0.32,22.6,52.1,4008400240329,Kinder  ÜBERRASCHUNG,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5477,5477,11.0,1295.0,308.0,2.3,,49.0,0.01,0.6,11.0,4260402480886,Veganz : Soja-Medaillons : rein pflanzlich : vegan,Europe,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5478,5478,24.0,660.0,158.0,5.0,2.5,3.0,0.1,0.5,0.5,7610078219926,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5479,5479,,,,,,,,,,3608580744207,Bonne Maman Himbeeren,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5480,5480,50.0,870.0,208.0,0.0,1.0,0.5,0.05,0.0,50.0,7613331277527,Coop Marmelade Bitterorangen,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5481,5481,,,,,,,,,,7613331633231,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5482,5482,10.0,390.0,92.0,2.0,,8.0,0.1,1.2,9.0,7610900066469,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5483,5483,36.4,841.0,199.0,1.4,9.4,5.6,1.2,0.2,4.0,4007933131012,delba Vollkornbrot,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5484,5484,,,,,,,,,,7611825001153,Hurlevent Pinot Noir AOC Valais 2014,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5485,5485,0.0,410.0,1695.0,38.0,,17.0,1.3,6.2,0.0,8004030381681,RIO mare Tonno,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5486,5486,0.0,460.0,110.0,0.5,,26.0,,,,7610846871851,Coop Rosa Thun,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5487,5487,,,,,,,,,,7613331633750,Coop Berg-Himbeerkonfitüre,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5488,5488,22.0,610.0,146.0,4.5,2.5,3.0,0.1,0.5,0.5,7610849782925,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5489,5489,26.0,740.0,177.0,6.0,3.0,3.0,0.1,0.5,0.5,7610800005599,Coop Backoffen-Frites,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5490,5490,,,,,,,,,,4023300818201,Langnese Bee Easy Wild-blütenhonig,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5491,5491,40.0,1042.0,248.0,6.2,7.4,4.3,0.85,0.9,2.8,8008698007389,Schär Gluten Free Meisterbäckers Mehrkorn,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5492,5492,74.0,1930.0,460.0,15.0,2.0,7.0,1.4,9.0,28.0,7610032066009,Hug Brätzeli,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5493,5493,,,,,,,,,,4023300818300,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5494,5494,53.0,1641.0,392.0,16.0,,8.2,0.09,3.1,45.0,4260402482347,Veganz : Inca Goji Raspberry : vegan,Europe,30.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5495,5495,49.8,2394.0,575.0,37.8,,7.8,0.2,20.4,48.2,4014400901405,Storck : Merci : Milk Chocolate,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5496,5496,,,,,,,,,,4023300818904,Langnese Bee Easy Obst-blütenhonig,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5497,5497,0.0,410.0,97.0,0.5,,23.0,1.3,0.2,0.0,80040446,Rio Mare Thunfisch natur,,160.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5498,5498,47.0,848.0,200.0,0.5,1.7,0.6,0.03,0.1,47.0,7614200088756,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5499,5499,42.0,748.0,176.0,0.5,12.0,0.5,0.03,0.1,39.0,7614200108317,Hero LeFruit Bitterorange,,225.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5500,5500,52.0,891.0,213.0,0.8,,0.5,0.03,0.01,50.2,3388600000413,ST.DALFOUR Rhapsodie de fruit Mirabellen,,284.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5501,5501,48.0,881.0,207.0,0.5,1.9,0.6,0.03,0.1,48.0,76142406,Hero Delicia Waldbeeren,,320.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5502,5502,13.0,428.0,102.0,2.9,0.2,4.2,0.07,1.7,13.8,7610100725074,Nestlé HIRZ MIT ZUGER CHRIESI Kirschen JOGHURT,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5503,5503,47.0,832.0,196.0,0.5,1.5,0.5,0.03,0.1,47.0,76142055,Hero Delicia,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5504,5504,46.0,832.0,196.0,0.5,2.0,1.2,0.03,0.3,46.0,76142468,Hero Delicia Hagebutten Cynorrhodon Hagebuttenkonfitüre,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5505,5505,56.0,968.0,232.0,0.8,,0.5,0.02,0.01,50.5,3388600000116,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5506,5506,17.0,451.0,107.0,3.0,,3.0,0.13,2.0,14.4,5410146962479,Danone Danette Vanille,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5507,5507,44.0,779.0,184.0,0.5,2.6,0.5,0.03,0.1,44.0,76142437,Hero Delicia Quitten,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5508,5508,53.0,942.0,222.0,0.5,1.3,0.5,0.03,0.1,53.0,7614200096348,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5509,5509,50.0,850.0,198.0,1.0,,1.0,,,,7610409901223,räber Schweizer Konfitüre Royale Kirschen Schwarz,,215.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5510,5510,11.0,1800.0,431.0,42.0,1.5,3.0,1.4,5.0,7.0,7610800230106,coop Qualité & Prix Curry SAUCE,,,g,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5511,5511,23.0,600.0,144.0,3.5,3.0,3.0,0.1,0.5,0.5,7613331539137,Coop Steakhouse frites,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5512,5512,49.0,879.0,207.0,0.5,2.0,0.5,0.05,0.1,49.0,7614200101240,Hero Samt Velours,,168.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5513,5513,48.0,1189.0,282.0,4.7,7.0,8.4,0.9,0.6,10.0,4071800038421,Harry Soft Bröd,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5514,5514,58.5,2153.0,516.0,28.7,,5.9,0.22,12.6,48.5,4014400400007,Storck Toffifee,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5515,5515,48.0,865.0,204.0,0.5,1.3,0.5,0.03,0.1,48.0,76142024,Hero Delicia Erdbeeren,,320.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5516,5516,56.0,969.0,232.0,0.8,,0.5,0.02,0.01,52.7,3492390009935,ST. DALFOUR Rhapsodie de fruit Himbeeren & Granatäpfel,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5517,5517,52.0,900.0,215.0,0.0,0.0,0.0,0.0,0.0,52.0,7640109230477,,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5518,5518,12.9,410.0,97.0,2.9,0.2,4.0,0.13,1.7,,7613196010437,Nestlé LC1 SAISON Fraise-meon,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5519,5519,,,,,,,,,,8076809512466,Barilla Gnocchetti sardi,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5520,5520,52.0,894.0,214.0,0.8,,0.5,0.06,0.01,50.8,3388600000161,St. Dalfour Rhapsodie de fruit Pfirsiche,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5521,5521,58.0,1007.0,237.0,0.0,,0.5,0.0,,57.0,7640109230484,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5522,5522,0.0,710.0,170.0,7.0,,26.0,,,,7610848150756,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5523,5523,22.0,730.0,175.0,8.0,2.5,2.5,0.1,1.0,0.5,7610827307225,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5524,5524,58.0,1013.0,239.0,0.0,,0.5,0.0,,56.0,7640109230255,ottiger HAUSGEMACHTE SPEZIALITÄTEN Aprikosen,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5525,5525,52.0,905.0,216.0,0.8,,0.7,0.03,0.01,45.9,3492390003698,,,284.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5526,5526,35.0,890.0,213.0,6.0,,4.0,,,,7610818953806,,,430.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5527,5527,50.0,1121.0,265.0,3.0,3.0,8.0,1.43,0.48,3.0,3029330003830,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5528,5528,0.0,1504.0,363.0,31.0,,21.0,1.3,4.8,0.0,8004030655003,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5529,5529,41.0,721.0,170.0,0.1,1.7,0.4,,,,3608580791577,Bonne Maman Heidelbeere,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5530,5530,0.0,109.0,465.0,0.9,0.0,25.4,0.0,,0.0,3165950108019,Saupiquet FILETS DE THON au naturel,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5531,5531,48.0,886.0,209.0,1.4,1.6,0.5,0.04,0.4,48.0,76142659,Hero Delicia Saddorn,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5532,5532,69.0,1518.0,359.0,6.2,,6.9,0.75,1.1,38.0,4101540708978,KuchenMeister Flan base,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5533,5533,18.0,1073.0,253.0,2.5,,39.7,5.1,2.0,12.8,4251097403083,Jack Link's Meat Snacks Beef Jerky Original,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5534,5534,13.0,390.0,93.0,2.5,0.5,4.5,0.08,1.5,12.0,7613331824509,coop Qualité & Prix Jógurt Bifidus Cioccolato,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5535,5535,13.1,242.0,57.0,0.0,0.7,0.3,0.0,0.0,13.1,0024000012559,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5536,5536,14.5,257.0,61.0,0.1,0.5,0.4,0.02,,14.5,0024000195375,Del Monte Quality Exotics Melonenkugeln Leicht Gezuckert,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5537,5537,49.0,1258.0,299.0,6.2,9.3,7.1,1.0,3.1,1.9,8008698011683,Schär Wraps gluten-free WHEAT-FREE LACTOSE-FREE,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5538,5538,22.0,630.0,151.0,5.0,3.0,2.5,0.1,0.5,0.5,7610800009641,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5539,5539,47.0,1109.0,262.0,3.8,3.5,8.3,1.3,0.3,5.5,9005300019005,Ölz SUPER SOFT SANDWICH,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5540,5540,44.0,1160.0,278.0,7.0,2.5,8.0,1.2,5.0,3.0,7610829588332,,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5541,5541,0.0,973.0,233.0,13.9,,26.9,0.8,24.0,0.0,8410040111413,JOSÉ SERRATS,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5542,5542,78.0,1442.0,340.0,1.3,,0.3,0.03,0.4,63.0,4008258185001,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5543,5543,62.1,1266.0,298.0,0.9,3.0,8.9,0.01,0.2,4.4,3556071234624,Panorient 5 libanesisches Brot,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5544,5544,61.7,2080.0,497.0,25.0,,5.6,0.3,14.6,54.7,4011100105805,Celebrations,,400.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5545,5545,72.0,1383.0,326.0,0.4,,2.5,0.03,0.1,60.0,4008258416006,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5546,5546,29.0,1205.0,288.0,1.9,,23.0,1.16,0.3,15.0,4260402481067,Veganz : Bio-Pulvermischung mit Weizengras und Spirulina,Europe,85.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5547,5547,47.2,1007.0,238.0,1.1,,9.1,22.0,0.4,11.8,4260402480220,Veganz : Feine Champignong-Sauce : vegan,,18.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5548,5548,61.0,1960.0,469.0,21.0,6.0,6.0,0.1,11.0,56.0,7613356059269,PrixGarantie : Dragées Mix Choco,,850.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5549,5549,59.0,1023.0,241.0,0.1,1.2,0.4,0.0,0.0,59.0,3045320002546,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5550,5550,49.0,1680.0,361.0,19.0,1.0,8.0,0.15,12.0,18.0,7611654916598,Pandorino,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5551,5551,0.3,55.0,13.0,0.2,,2.5,,,,7640124222471,Scheiben Steinpilze Tiefgefroren,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5552,5552,36.0,1099.0,262.0,9.2,8.8,4.5,1.0,1.1,0.9,8008698011065,Schär Meisterbäckers Vital,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5553,5553,,,,,,,,,,8003880001756,Buitoni : Minestrone con 12 Verdure,Italy,450.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5554,5554,,,,,,,,,,8028262000110,Cusumano noà Sicilia DOC 2013,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5555,5555,,,,,,,,,,0040668004156,ALASKA'S BEST Wild SALMON JERKY,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5556,5556,48.0,2420.0,580.0,40.0,1.0,7.0,0.33,24.0,48.0,7610036020014,Villars : Choclat à l'Ancienne : Milk Chocolate,Switzerland,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5557,5557,0.0,187.0,781.0,11.0,,22.0,1.0,2.7,0.0,8004030087002,RIO mare Filetto di SALMONE All' olio di oliva (18%) Gusto affumicato con grani di pepe,,,g,,,3.7,,4.6,,,,,,30.0,,,,,,,,,,,,,,,180.0,3.0,,,,,
5558,5558,9.5,677.0,161.0,12.8,,1.7,,,,4000515001024,Schamel : Bayerischer Meerrettich : Scharfwürzig,Germany,145.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5559,5559,51.0,1286.0,306.0,8.9,4.6,3.1,0.5,5.0,16.0,8008698009956,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5560,5560,,,,,,,,,,3047100097209,51 PASTIS DE MARSEILLE,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5561,5561,0.5,3050.0,730.0,82.0,0.0,0.5,,49.0,0.5,7610848046271,Coop Butter,,,g,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5562,5562,0.0,2960.0,708.0,80.0,0.0,0.0,0.0,38.0,0.0,7610807594218,Coop Margarine,,,g,,,,,,800.0,,,,,,,,,,7.5,,,,,,,,,,,,,,,,
5563,5563,15.5,281.0,66.0,0.1,0.9,0.4,0.1,0.0,15.5,0024000010418,Del Monte Pfirsiche Halbe Frucht LEICHT GEZUCKERT,,470.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5564,5564,59.0,1023.0,241.0,0.1,1.2,0.4,0.0,0.0,59.0,3045320097511,Bonne Maman Erdbeere und Walderbeeren Confiture Extra,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5565,5565,20.0,362.0,86.0,0.1,1.7,0.3,0.0,,20.0,3045320027280,Andros Dessert Pomme Nature,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5566,5566,65.0,1850.0,443.0,17.0,3.0,6.0,0.2,3.5,56.0,7610846695495,Coop Vogel-Nestli,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5567,5567,55.0,1840.0,439.0,17.0,13.0,10.0,0.64,4.0,,7610023002269,familia pure balance Mandeln & Honig,,50.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5568,5568,32.3,776.0,184.0,1.4,9.4,5.9,1.2,0.3,4.9,4000446001315,Mestemacher Premium Vollkorn Brotkorb,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5569,5569,59.0,1024.0,241.0,0.1,1.3,0.4,0.0,,59.0,3045320002638,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5570,5570,,,,,,,,,,7640104351375,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5571,5571,52.68,1358.3,325.0,12.08,,19.05,0.25,3.03,0.25,8002530159021,Caffè Mauro - Roasted organic coffee blend,Italy,1000.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5572,5572,0.0,410.0,1695.0,38.0,,17.0,1.3,6.2,0.0,8004030101029,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5573,5573,46.0,2375.0,570.0,40.0,4.0,2.0,0.25,24.0,43.0,7610036020052,Villars : Choclat à l'Ancienne : Chocolate Assortment,Switzerland,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5574,5574,63.0,1540.0,365.0,7.9,7.1,9.6,0.4,1.1,31.0,5018357009312,"Dorset cereals cranberry, cherry & almond",,325.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5575,5575,58.0,1013.0,239.0,0.0,,0.5,0.0,0.0,56.0,7640109230439,Ottiger Hausgemachte Spezialitäten Zwetschgen-Zimt,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5576,5576,73.0,1900.0,451.0,13.0,3.0,8.0,0.64,8.0,32.0,7610032066429,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5577,5577,,,,,,,,,,3165950049015,Saupiquet Filets de Sardines,,70.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5578,5578,50.0,1040.0,249.0,1.0,2.5,8.0,1.2,0.5,3.0,7610848128359,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5579,5579,20.0,369.0,87.0,0.2,1.8,0.4,0.0,,20.0,3045320083439,ANDROS Dessert Pomme Banane,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5580,5580,58.0,1007.0,237.0,0.0,1.8,0.4,0.0,,58.0,3045320001631,Bonne Maman Confiture Extra Rhubarbe,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5581,5581,45.0,1009.0,239.0,3.4,7.3,3.5,1.0,0.7,3.3,8008698005576,Schär Meisterbäckers,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5582,5582,75.0,1820.0,432.0,13.0,,3.1,0.03,8.0,65.0,7613900003960,Munz Bananen,,133.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5583,5583,0.0,973.0,233.0,13.9,0.0,26.9,0.8,2.4,0.0,8410040111390,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5584,5584,65.0,1225.0,290.0,0.5,,1.9,0.09,0.1,64.0,4008258252017,SEEBERGER WERTVOLLE SNACKS DATED PITTED,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5585,5585,12.7,262.0,62.0,0.6,,0.5,0.01,0.5,11.7,3021761202967,Materne Pom'Potes Sans Sucres ajoutés,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5586,5586,13.0,560.0,134.0,8.0,0.0,2.5,0.08,5.0,13.0,7613331923257,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5587,5587,4.0,1205.0,291.0,25.0,,11.5,2.0,3.0,2.0,8004030492004,Rio mare Per Pasta Napoletana,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5588,5588,0.0,174.0,726.0,9.5,,22.0,1.0,2.5,0.0,8004030088009,RIO Mare Filetto Di Salmone,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5589,5589,58.0,1850.0,443.0,20.0,1.0,4.0,,0.5,58.0,7610809098523,,,,g,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5590,5590,36.0,1977.0,457.0,29.0,,11.0,0.02,5.4,29.0,4008258156001,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5591,5591,,,,,,,,,,8001160004312,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5592,5592,94.0,1670.0,400.0,0.0,0.0,4.5,0.2,,94.0,7613331722201,Coop Mini Meringues mit Himbeeren,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5593,5593,38.0,889.0,211.0,2.7,7.1,5.1,1.5,0.3,6.0,4071800000831,Harry Pumpernickel Traditionell Gebacken,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5594,5594,,,,,,,,,,7613034400451,Nestle SPECIAL.T English Breakfast,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5595,5595,,,,,,,,,,3045320002881,Bonne Maman Bitter Orangen Marmelade,,370.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5596,5596,,,,,,,,,,4260284480776,stick lembke Tee Kräuter & Matcha,,36.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5597,5597,46.1,804.0,189.0,0.1,,0.4,1.4,0.1,42.3,87157833,,,260.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5598,5598,15.0,2622.0,634.0,54.0,,17.0,0.02,6.1,6.1,4008258150016,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5599,5599,,,,,,,,,,4250442210253,Thé Symphonie Schwarzer Tee Assam FBOP,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5600,5600,0.0,710.0,170.0,7.0,,26.0,,,,7610848150749,Qualité&Prix Rosa Thun,,155.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601,5601,57.0,1162.0,274.0,1.6,,1.4,0.03,0.3,53.0,4008258403020,,,80.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5602,5602,3.6,2832.0,687.0,6.0,,14.0,0.01,15.0,2.3,4008258121016,Seeberger Brazil nuts shelled,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5603,5603,7.9,231.0,55.0,1.5,0.6,2.2,1.0,0.7,0.6,7611100179713,Knorr Nüdelisuppe mit Fleischkügeli,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5604,5604,,,,,,,,,,7613034302168,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5605,5605,50.0,1050.0,251.0,0.5,3.0,9.0,0.9,0.0,2.0,7611654257653,Pitabrot,,400.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5606,5606,,,,,,,,,,4250442210277,Thé Symphonie Schwarzer Tee Earl Grey,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5607,5607,,,,,,,,,,7610807035353,Le Rosel OEIL DE PERDRIX DU VALAIS Rosé de Pinot Noir 2013,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5608,5608,58.0,990.0,233.0,0.0,,0.5,0.0,0.0,58.0,7640109230415,ottiger HAUSGEMACHTE SPEZIALITÄTEN Johannisbeeren,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5609,5609,0.0,1053.0,254.0,20.0,,18.4,1.0,4.2,0.0,5600324610012,MARIE ELISABETH Sardines à l'huile d'Olive,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
