,Carbohydrates,Energy (kCal),Fat,Protein,barcode,ingredients,name
12645,39.3,583.0,43.7,7.3,4008400370521,"['chocolat supérieur au lait', 'sucre', 'lait en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiant', 'lécithines', 'soja', 'vanilline', 'noisettes', 'huile de palme', 'sucre', 'lait entier', 'lait écrémé en poudre', 'beurre de cacao', 'beurre concentré', 'émulsifiant', ""mono et diglycérides d'acides gras"", 'vanilline']",Kinder Chocofresh
12647,66.0,399.0,13.0,3.5,7613269684220,"['préparation aux abricots et aux pommes', 'sirop de glucose', 'fructose', 'sucre', 'glucose', 'eau', 'abricots', 'pommes', 'gélifiant', 'pectines', 'amidon de maïs modifié', 'acidifiants', 'acide citrique', 'e 331 et e 333', 'colorant', 'e 160c', 'arômes naturels', 'conservateur', 'e 202', 'farine de blé', 'sucre', 'margarine végétale', 'huile de palme', 'huile de colza', 'eau', 'arômes naturels', 'sel de cuisine', 'émulsifiant', 'e 471', 'vitamines', 'a', 'd3', 'acidifiant', 'acide citrique', 'sirop de glucose', 'fructose', 'farine de soja', 'émulsifiant', 'lécithine de soja', 'poudres à lever', 'e 450', 'e 500', 'amidon de blé', ""jaune d'oeuf"", ""d'élevage au sol"", 'sel de cuisine']",M-Classic Aprikosen-Rondellen
12648,10.0,42.0,0.5,0.5,7610057026316,"['eau', 'sucre', ""jus d'orange"", 'de citron et de mandarine à base de concentré', 'acide carbonique', 'acidifiant acide citrique', 'arômes naturels', 'antioxydant acide ascorbique', 'stabilisants farine de grains de caroube et pectine', 'colorant caroténoïdes']",Sinalco Original
12649,27.2,228.0,7.8,11.4,7613034642271,"['pâte', 'farine de blé', 'eau', 'huile de tournesol', 'levain de seigle et de blé', 'soja', 'levure boulangère', 'chapelure', 'blé', 'sucre', 'sel', 'poudres à lever', 'diphosphate disodique', 'bicarbonate de sodium', 'garniture', 'fromages', '19', 'edam', 'mozzarella', '9', 'jambon cuit', '9', 'viande de porc', 'eau', 'gélatine de porc', 'stabilisants', 'polyphosphates', 'sel', 'sirop de glucose', 'gélifiant', 'e407a', 'arôme', 'arôme de fumée', 'antioxydant', 'érythorbate de sodium', 'conservateur', 'nitrite de sodium', 'purée de tomates', 'eau', 'champignons', 'sucre', 'amidon modifié de pomme de terre', 'origan', 'sel', 'persil', ""extraits d'épices"", 'cumin', 'poivre', 'poudre de chili', ""extrait d'ail""]",Buitoni Pizza Fiesta! Regina
12650,,,,,5000159020312,"['sucre', 'lait écrémé en poudre', 'beurre de cacao', 'sirop de glucose', 'extrait de malt d´orge', 'pâte de cacao', 'matière grasse du lait', 'lactose', 'petit', 'lait en poudre', 'matière grasse de palme', 'farine de blé', 'émulsifiant', 'lécithine de soja', 'poudres à lever', 'e341', 'e500', 'e501', ""agent d'enrobage"", 'pectine', 'sel', 'extrait naturel de vanille']",
12651,52.5,576.0,36.6,8.3,5413548015552,"['chocolat supérieur au lait', 'sucre', 'lait en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiants', 'lécithines', 'soja', 'arômes', 'sucre', 'lait écrémé en poudre', 'huile de palme', 'noisettes 5', 'beurre concentré', 'chocolat noir', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiants', 'lécithines', 'soja', 'arômes', ""agents d'enrobage"", 'gomme arabique', 'gomme schellac', 'sirop de glucose', 'émulsifiants', 'lécithines', 'soja', 'arômes']",Kinder Schoko-Bons
12652,14.9,165.0,11.0,2.2,7613035125742,"['crème glacée à la vanille avec', 'enrobage au cacao', 'lait écrémé', 'crème', 'graisse de noix de coco', 'sirop de glucose', 'petit', 'lait en poudre', 'lait écrémé en poudre', 'poudre de cacao', ""jaune d'œuf"", 'huile de tournesol', 'concentrés de fruits et légumes', 'courge', 'pomme', 'stabilisants', 'farine de graines de caroube', 'gomme guar', 'extrait de vanille', 'émulsifiant', 'lécithine de tournesol', 'graines de vanille épuisées', 'sucre caramélisé', 'crème glacée au chocolat avec  enrobage au cacao', 'lait écrémé', 'crème', 'sucre', 'graisse de noix de coco', 'sirop de glucose', 'poudre de cacao', 'petit', 'lait en poudre', 'lait écrémé en poudre', 'protéine de lait', 'concentré de fruits', 'légumes et plantes', 'pomme', 'betterave rouge', 'carotte', 'hibiscus', 'huile de tournesol', 'beurre de cacao', 'lait écrémé en poudre', 'pâte de cacao', 'stabilisants', 'farine de graines de caroube', 'gomme guar', 'émulsifiant', 'lécithine de tournesol', 'mélasse', 'extrait de vanille']",Nestlé Frisco Friskimo
12654,1.0,275.0,25.0,12.0,7610845008135,"['viande de porc', 'lard', 'glace', 'couenne', 'sel nitrité', 'sel de cuisine', 'conservateur', 'e 250', 'dextrose', 'épices', 'sucre', 'condiment', 'stabilisant', 'e 450', 'e452', 'arôme', 'antioxydant', 'e 300', 'e 301', ""extraits d'épices"", 'fibres alimentaires', 'citron', 'lime', 'sel de cuisine iodé', 'acidifiant', 'e 262']",Coop Prix Garantie Fleischkäse
12656,61.0,400.0,10.0,15.0,8001200030844,"['pâtes aux œufs', 'semoule de blé dur', 'œufs', ""d'élevage au sol"", 'garniture', 'préparation de viande de porc', 'viande de porc', 'ue', 'sel', 'chapelure', 'farine de blé', 'sel de cuisine', 'levure', 'huile de palme', 'arômes', 'contiennent du lait', 'sel de cuisine', 'jambon cru 2', 'viande de porc', 'sel', 'conservateur', 'e252', 'grana padano', 'lait', 'sel', 'présure', 'conservateur', ""lysozyme d'œuf""]",Agnesi Festaiola Tortellini Al Prosciutto Crudo
12657,56.0,484.0,27.0,4.0,7616700191882,"['margarine végétale', 'huile de palme', 'huile de colza', 'eau', 'émulsifiant', 'mono', ""et diglycérides d'acides de gras"", 'sucre', 'œuf entier', ""d'élevage au sol"", 'farine de riz', 'amidons', 'maïs', 'tapioca', 'amidon de maïs cireux modifié', 'humectant', 'glycerol', 'lait écrémé en poudre exempt de lactose', 'poudre à lever', 'phosphate dicalcique et carbonate acide de sodium', 'arôme naturel de citron avec autres arômes naturels', 'émulsifiant', 'mono', ""et diglycérides d'acides de gras et esters polyglyceriques d'acides gras"", 'sel de cuisine', 'acidifiant diacetate de sodium', 'arômes']",Migros Mini-Cake Citron
12658,55.0,514.0,52.0,5.0,8076809513746,"['huile de tournesol 44', 'basilic', 'noix de cajou', 'fromage grana padano aop 4', ""lysozyme d'œuf"", 'lactosérum en poudre', 'sel', 'fromage pecorino romano aop 1', 'sucre', ""huile d'olive vierge extra"", 'extrait de basilic', 'arômes naturels', 'lait', 'ail', 'poudre de au réfrigérateur']",Barilla Pesti alla Genovese
12659,13.0,91.0,2.5,4.0,7610900046393,"['yogourt', 'fruits', 'mûres', 'framboises', 'fraises', 'myrtilles', 'baies de sureau', 'sucre']",Emmi Jogurtpur Beeren
12660,50.0,527.0,33.0,4.8,7610400079600,"['sucre', 'pâte de cacao', 'beurre de cacao', 'sirop de sucre inverti', 'lait entier en poudre', 'beurre', 'sirop de glucose', 'humectant', 'sirop de sorbitol', 'lait écrémé en poudre', 'lactose', 'kirsch', 'beurre laitier concentré', 'émulsifiant lécithine de soja', 'extrait de malt d’orge', 'arôme', 'vanille']",Lindt Connaisseurs Truffes Assorties
12661,1.0,353.0,27.0,27.0,7613269422860,"['viande de porc', 'lard', 'sel nitrité pour saumure', 'sel de cuisine iodé', 'conservateur', 'e 250', 'épices', 'maltodextrine', 'glucose', 'antioxydants', 'e 301', 'e 304 et e 307', 'acidifiants', 'acide citrique et e 331']",Migros Chiffonnade de salami
12662,3.7,335.0,33.8,1.7,3076820006123,"['olives noires', 'sel de cuisine', ""huile d'olive"", 'herbes 0', 'stabilisant', 'gluconate de fer', 'conservateur', 'e 202']",Crespo Schwarze Oliven nach griechischer Art entsteint mit Kräutern
12663,14.0,98.0,3.0,3.5,7610807063554,"['lait', 'homogénéisé', 'pasteurisé', 'sucre', 'fraises', 'protéines lactiques', 'amidon de maïs cireux modifié', 'e 1442', 'concentré de jus de betterave rouge', 'concentré de jus de citron', 'arôme']",Coop Jogurt Erdbeere
12664,10.0,43.0,,,7613269227847,"['eau', 'sucre', ""jus d'orange"", 'jus de pomme', ""jus d'ananas"", 'jus de maracuja', 'jus de mangue', 'acidifiant', 'acide citrique', 'arôme', 'stabilisants', 'farine de graines de caroube et pectine', 'antioxydant', 'acide ascorbique', 'colorant', 'bêta', 'carotene']",M Budget TROPICAL
12665,66.0,420.0,12.0,9.0,7612100029824,"[""flocons d'avoine"", 'céréales extrudées', 'maïs', 'riz', 'sucre brut', 'farine complète', 'blé', 'seigle', 'orge', ""malt d'orge"", 'cacao fortement dégraissé', 'sel', 'sucre', 'flocons de froment et de soja', 'blé', 'soja', 'sucre brut', 'fructose', 'sel', ""malt d'orge"", 'huile de tournesol', ""flocons d'épeautre"", 'épeautre', 'sucre', 'sel', ""malt d'orge"", 'flocons de maïs', 'maïs', 'sel', ""malt d'orge"", 'farine de blé', 'blé', 'seigle', ""aliment de complément à base d'extrait de malt"", 'ovomaltine', ""extrait de malt d'orge"", 'lait écrémé condensé', 'cacao fortement dégraissé', 'sels minéraux', 'phosphate de calcium et de fer', 'carbonate de magnésium', 'sel', 'vitamines', 'a', 'd', 'e', 'c', 'k', 'b1', 'b2', 'niacine', 'b6', 'acide folique', 'b12', 'biotine', 'acide pantothénique', 'arôme vanilline', 'citrate de calcium et de magnésium', 'cacao fortement dégraissé', 'sel', 'vitamines', 'd', 'e', 'c', 'k', 'b1', 'b2', 'niacine', 'b6', 'acide folique', 'b12', 'biotine', 'acide pantothénique', 'phosphate de fer', 'arôme vanilline']",Ovomaltine Crisp Müesli
12666,11.0,56.0,1.0,0.5,7613269274025,"['eau', 'riz', 'huile de tournesol', 'algues rouges calcaires', 'lithothamnium calcareum', '0', 'sel marin', 'de production biologique étrangère']",Migros Bio Aha Reisdrink Kalzium
12668,17.0,74.0,0.5,1.1,7610100072253,"['purée de fruits', 'pêche', 'banane', 'eau', 'jus de raisin blanc à base de concentré', 'semoule de riz', 'acidifiant', 'acide citrique', 'antioxydant', 'acide ascorbique', 'vitamine b1', 'sans gluten']",Nestlé Pfirsich Banane Cerealien Bio
12669,19.0,130.0,4.5,3.0,22016478,"['lait écrémé', 'sucre', 'crème', 'amidon de maïs', 'chocolat en poudre 1', 'épaississants', 'e407', 'e415 et e401', 'émulsifiants', 'e471 et e472b', 'gélatine alimentaire', 'cacao maigre en poudre', 'glucose', 'fructose', 'protéines du lait']",
12670,13.5,123.0,4.4,3.6,8005500760159,"['tomates séchées', ""huile d'olive"", 'sel', 'vinaigre de vin', 'marjoram séché', '0', 'basilic séché', '0', 'poivre', 'antioxygène', 'extrait riche en tocophérol']",Aromatica Pomodori Secchi con Erbe Mediterranee
12671,23.0,153.0,5.0,2.5,7613269180128,"['pommes de terre', 'huile de tournesol', ""préfrites dans de l'huile de tournesol""]",M-Classic Ofen frites
12672,55.0,368.0,13.0,7.0,7610800023753,"['farine mi', 'blanche', 'froment', 'sucre', 'graisses et huiles végétales', 'palme', 'colza', 'purée de framboises', 'sirop de glucose', 'fructose', 'noisettes', 'dextrose', 'œuf entier', ""œufs d'élevage en plein air"", 'farine de soja', 'germes de blé', 'humectant', 'e 420', 'concentré de pulpe de framboises 0', 'gélifiant', 'e 440', 'cannelle', 'poudre à lever', 'e 503', 'lait entier en poudre', 'acidifiant', 'e 330', 'arôme', 'émulsifiant', 'e 471', 'protéines lactiques', ""correcteurs d'acidité"", 'e 331', 'e 333', 'sel de cuisine iodé', 'concentré de jus de sureau']",Coop Linzertorte
12674,,,,,7617400043709,"['crème', 'lait entier', 'sucre', 'sirop de glucose', 'fructose', 'glucose', 'protéines du lait', 'lait écrémé en poudre', ""jaune d'oeuf"", ""d'élevage en plein air"", 'inuline', 'farine de riz', ""fibres d'agrumes"", 'arôme naturel de vanille', 'concentrés de fruits et de légumes', 'courge', 'citron', 'graines de vanille', 'extrait concentré', 'fleur de carthame']",Creme d'or Vanille bourbon
12675,0.5,175.0,3.0,36.0,7610849766420,"['viande de bœuf', 'sel nitrité', 'sel de cuisine', 'conservateur', 'e250', 'épices', 'dextrose', 'antioxydant', 'e301', 'conservateur', 'e252', 'acidfiant', 'e331']",Coop Beef Chips
12676,29.0,245.0,13.0,4.2,0076840600038,"['crème', 'eau', 'sucre', 'lait concentré écrémé', 'cacao en poudre', '4', 'farine de blé', 'cacao maigre en poudre', 'huile de soja', ""jaune d'oeuf"", 'sucre inverti', 'oeuf', ""blanc d'oeuf déshydraté"", 'stabilisants', 'gomme guar', 'carraghénanes', 'sel', 'extrait de vanille', 'poudre à lever', 'carbonate acide de sodium', ""farine d'orge""]",Ben & Jerry's Chocolate Fudge Brownie
12680,12.0,53.0,5.0,6.0,4104420146525,"['jus et purée de pomme', 'purée de mangue', 'purée de banane']",Alnatura Smoothie Bio Mango Banane mit Apfelmark und -saft
12681,47.0,672.0,39.0,7.0,7611654223559,"['chocolat blanc', 'sucre', 'beurre de cacao', 'lair entier en poudre', 'lactose', 'émulsifiant', 'e 322 de soja', 'extrant de vanille', 'noisettes', 'nocciola tonda e gentile trilobata', 'sucre glace']",Coop Fine Food Tartufi Nocciolati Blanchi Del Piemonte
12682,46.0,593.0,42.0,6.0,7616500599222,"['sucre', 'beurre de cacao', 'pâte de cacao', 'huile de palme', 'noisettes moulues', 'brisures de biscuits', 'sucre', 'noisettes moulues', 'amidon', 'amandes moulues', ""blanc d'oeuf en poudre"", ""d'élevage en liberté"", 'poudre à lever', 'e 500', 'amandes moulues', 'lait entier en poudre', 'lait écrémé en poudre', 'beurre fondu', 'huile de coco', 'émulsifiant', 'lécithine de soja', 'arômes', 'cacao', 'minimum dans le chocolat']",Frey Japonais
12684,,,,,3760037015343,"['grenache', 'syrah', 'contient des sulphites']",Domaine Paul Autard Juline 2010
12685,56.0,476.0,25.0,5.0,7613312088111,"['sucre', 'pâte de cacao', 'farine de blé', 'huiles végétales', 'tournesol', 'palme', 'colza', 'noisettes', 'beurre de cacao', 'humectants', 'sorbitol et e422', 'sirop de sucre inverti', ""pulpe d'abricots"", 'farine de blé', 'de gonflement', 'riz soufflé', 'œuf entier en poudre', ""d'élevage au sol"", 'amidon de blé', 'sirop de glucose', 'cacao maigre', 'beurre concentré', 'émulsifiant', 'lécithines de soja et e471', 'amidon de pommes de terre', 'sel de cuisine', 'poudre à lever', 'e450', 'e550', 'lait écrémé en poudre', 'acidifiant', 'acide citrique', 'gélifiant', 'pectine', 'arôme naturel', ""malt d'orge""]",Migros Sélection Gefülltes Schokoladengebäck mit Schokolade
12686,12.0,4.5,2.5,,7610800017868,"['eau', 'semoule de blé dur', 'viande de bœuf', 'autriche', 'purée de tomates', 'farine de froment', ""œufs d'élevage au sol 1"", 'huile de colza', 'sel de cuisine iodé', 'sucre', 'extrait de levure', 'épices', 'avec céleri', 'graisse de bœuf', 'arôme', 'avec protéines de froment hydrolysées', 'orge', 'levure', 'épaississant', 'e 415', 'fécule de pomme de terre', 'farine de riz', ""extraits d'épices"", 'concentré de jus de citron']",Coop Qualité & Prix Ravioli alla bolognese
12687,0.5,99.0,0.5,23.0,7613269272380,"['bonite à ventre rayé', 'katsuwonus pelamis', 'eau', 'sel de cuisine']",M Classic Rosa Thon im Salzwasser
12688,0.5,303.0,27.0,15.0,3222110003925,"['fromage français à pâte molle', 'à la crème', 'au lait de brebis pasteurisé']",Le Brebiou des Pyrénées
12689,5.0,118.0,7.0,7.0,7610145651079,"['eau', 'graines de moutarde', 'vinaigre de table', 'sel de cuisine', 'sucre', 'curcuma']",MIGROS Senf scharf
12691,1.5,196.0,18.0,6.0,7617027633741,"['olives vertes dénoyautées', 'olives', 'grèce', 'sel de cuisine', 'acidifiant', 'acide lactique', 'fromage à pâte molle gras', 'de lait pasteurisé', 'préparation à base de poivrons 1', 'poivrons', ""vinaigre d'alcool"", 'sucre', 'sel de cuisine', 'affermissant', 'e509', 'ail 1', 'ail', ""vinaigre d'alcool"", 'huile de tournesol', 'basilic']",Anna's Best Oliven mit Weichkäse
12692,,,,,7610809099742,"['origan', 'marjolaine', 'égypte', 'romarin', 'basilic', 'égypte', 'thym', 'sauge', ""tous les ingrédients agricoles sont issus de l'agriculture biologique""]",coop naturaplan bio All'italiana Kräutermischung
12693,27.0,187.0,7.0,3.5,7613269451303,"['lait écrémé', 'dragées au chocolat multicolores 11', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'riz', 'cacao en pâte', 'petit', 'lait en poudre', 'extraits de fruits et de plantes colorants', 'épaississant', 'e 414', 'émulsifiant', 'lécithine de tournesol', 'sirop de glucose', 'sel de cuisine', ""agents d'enrobage"", ""cire d'abeille"", 'e 903 et e 904', 'arôme', 'crème', 'sucre', 'chocolat au lait 6', 'sucre', 'cacao', 'lait écrémé en poudre', 'arôme', 'billes croquantes avec chocolat au lait 2', 'riz', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'cacao en pâte', 'petit', 'lait en poudre', 'sel de cuisine', 'arôme', 'sirop de glucose', 'épaississant', 'e 414', 'amidon modifié de tapioca', 'lait écrémé en poudre', 'épaississant', 'e 407', 'pour le lait pasteurisé']",Sid's MixMe Chococream
12695,63.0,442.0,15.0,12.0,4104420055360,"['farine de blé type 812', 'graisse de palme non hydrogénée', 'sel de cuisine', 'sucre de canne brut', ""extrait de malt d'orge"", 'levure', 'poudre à lever', 'carbonate acide de sodium', 'levain séché', 'farine de siegle', 'farine de seigle', ""correcteur d'acidité"", 'hydroxide de sodium', 'gluten de blé', 'sirop de sucre inverti', ""poudre d'acérola"", 'maltodextrine de manioc', ""farina di malto d'orzo"", 'jus de citron concentré']",Alnatura Bio Knabber Eulen Apero Chouettes Weizenmehl
12696,50.0,366.0,11.0,13.0,7613356167131,"[""farine d'epeautre"", 'graisse de palme', 'sésame', 'egypte', 'sel marin', ""extrait de malt d'orge"", 'levure', 'traitement en surface', 'hydroxyde de sodium e 524']",Coop Naturaplan Brezel Bio
12697,44.0,638.0,49.0,5.3,7610400030632,"['sucre', 'beurre de cacao', 'matière grasse végétale', 'coprah', 'palmiste', 'lait entier en poudre', 'lait écrémé en poudre', 'émulsifiant', 'lécithine de soja', 'arômes', 'peut contenir des noisettes', 'des amandes']",Lindt Lindor Unendlich Zartschmelzend Weiss
12698,58.0,534.0,30.0,7.0,7613269195603,"['sucre', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'lait écrémé en poudre', 'noisettes moules', 'émulsifiants', 'lécithine do soja et e 476', 'arôme', 'cacao', 'minimum']",M Classic Chocolata
12699,,34.0,,,8437011320193,"['bouillon', 'de poulet et légumes', 'eau', 'poulet', 'pommes de terre', 'poireau', 'chou', 'carottes', 'céleri et ail', 'riz', 'champignons', 'boleta edulis', 'crème', 'oignon', 'margarine', ""huile d'olive"", 'sel et épices']",Querida Carmen Arroz Con Setas (Rice with mushrooms)
12700,85.0,352.0,0.0,0.0,7610809034958,"['sucre', ""jus d'orange sanguine"", 'eau', 'acidifiant e 330', 'arôme', 'jus de carotte noire', 'colorant e 120']",Coop Qualité & Prix sirup Blutorange
12701,58.0,235.0,0.5,0.5,76142093,"['jus de raisinet', 'sucre', 'gélifiant', 'pectine de pomme', 'acidifiant', 'acide citrique']",Hero Delicia Johannisbeergelée
12702,60.0,510.0,27.0,5.0,7610845018387,"['farine blanche', 'froment', 'chocolat noir', 'sucre', 'cacao en pâte', 'beurre de cacao', 'sirop de glucose', 'émulsifiant', '322 de soja', 'huiles végétales', 'palme', 'tournesol', 'sucre', 'chocolat au lait', 'sucre', 'beurre de cacao', 'lait en poudre', 'cacao en pâte', 'émulsifiant arôme', 'cacao en poudre', 'poudres à lever', 'e450', 'e500', 'sirop de glucose', 'fructose', 'sel de cuisine', 'colorant', 'e150a']",Coop Qualité & Prix Crispy Chocolate Cookies
12703,11.9,84.0,0.1,7.7,3329770050419,"['yaourt maigre', 'lait écrémé', 'poudre de lait écrémé', 'ferments lactiques', 'myrtille', 'sucre', 'amidon mais', 'jus de citron', 'arômes naturels', 'epaississants', 'carraghénanes', 'gomme de guar', ""correcteur d'acidité"", 'citrates de sodium']",Yoplait yopa! Nature sur lit de Myrtille
12704,57.0,538.0,31.0,7.0,7613356135291,"['farine mi', 'blanche', 'froment', 'graisses végétales', 'palme', 'palmiste', 'coco', 'colza', 'sucre', 'lait écréme en poudre', 'lait entier en poudre 3', 'cacao de cuisine', 'poudres à lever e500 e503', 'arôme']",Coop Qualité & Prix Keep Smilin'
12705,65.0,488.0,22.0,6.0,8410076480927,"['farine de maïs', 'huile de tournesol', 'condiment en poudre', 'dextrose', 'sel de cuisine', 'crème en poudre', 'arômes', 'sucre', 'légumes', 'deshydratés', 'oignons', 'ail', 'maltodextrine', 'lait en poudre', 'poivre', 'de cayenne', 'huile végétale', 'noix de coco', 'palme', ""correcteur d'acidité"", 'acide citrique', 'poivre noir', 'antioxydant', 'acide ascorbique', 'colorant', 'e 141']",Pancho Villa Tortilla Chips Guacamole
12706,60.0,466.0,21.0,7.0,7617400034103,"['sucre', 'amandes', 'noisettes', 'sirop de glucose', 'fructose', 'farine de blé', ""blanc d'œuf"", ""d'élevage en plein air"", 'sirop de sucre inverti', ""écorce d'orange"", 'cannelle 1', 'fructose', 'huiles végétales', 'palme', 'colza', 'lait écrémé en poudre', 'sel de cuisine', ""malt d'orge"", ""peut contenir d'autres fruits à coque et du sésame""]",
12708,3.0,243.0,17.0,14.0,7611700006686,"['fromage súisse', 'vacherin fibourgeois', 'gruyère', 'vin blanc', 'fécule de pomme de terre', 'kirsch', 'sel de cuisine', 'sels de forte e 339', 'e 500', 'stabilisant', 'farine de graines de caroube', ""épices et extraits d'épices""]",Gerber Moitié-Moitié
12709,81.0,394.0,6.0,4.0,4028452108903,"['sucre', 'sirop de glucose', 'lait en poudre', 'beurre 3']",Caramels mit Butter extra weich
12710,87.0,404.0,6.0,0.0,7610700710029,"['sirop de glucose', 'sucre', 'graisse végétale', 'palmiste', 'raffinée', 'de source durable', 'dextrose', 'émulsifiants', 'e 471', 'lécithine de soja', 'vitamine c', 'arôme naturel', 'huile essentielle de menthe', 'gélatine alimentaire', 'acidifiant', 'acide citrique']",SportMint Original Mint
12712,14.0,185.0,7.0,16.0,7610200052728,"['viande de poulet', 'eau', 'farine de blé', 'huile de colza', 'cornflakes', 'maïs', 'sucre', 'sel de cuisine', ""malt d'orge"", 'émulsifiant', 'lécithine de tournesol', 'amidon de blé', 'protéines du blé', 'sel de cuisine iodé et non iodé', 'levure', 'épices', 'stabilisant', 'e450', 'sucre']",Don Pollo Nuggets Paniert
12713,,,,,7616700037715,"['farine de blé', 'eau', 'huile de tournesol', 'protéine de blé', 'levure', 'sel de cuisine iodé', ""farine de malt d'orge"", 'agent de traitement de la farine', 'acide ascorbique', 'de qualité ip']",Terrasuisse Mailänderbrot
12715,64.0,472.0,20.0,7.0,7613269312086,"['semoule de maïs', 'huile de tournesol', 'sel marin']",M Classic Sea Salt Corn Strips
12716,64.0,466.0,18.0,10.0,7617400030235,"['farine de blé', 'sucre', 'noisettes', ""blanc d'oeuf en poudre"", ""d'élevage au sol"", 'protéines du lait', 'contient lactose', 'poudre à lever', 'e 503', ""malt d'orge""]",MIDOR Nuss-Stengli
12717,1.5,427.0,46.0,1.5,7613269393108,"['huile de tournesol', 'eau', 'moutarde', 'vinaigre de blanc', 'oignon', ""jaune d'œuf"", ""d'élevage au sol"", 'sel de cuisine', 'sucre', 'extrait de levure', 'ail', 'épaississant', 'e 415']",Anna's Best French Dressing
12718,13.0,169.0,11.0,4.0,7613269763611,"['pátes aux oeufs cuites', 'semoule de blé dur', 'eau', 'oeuf entier', ""d'élevage en plein air"", 'sel de cuisine', 'eau', 'huile de colza', 'vinaigre de blanc', 'maïs', 'tomates', 'jambon 4', 'avec sel nitrité pour saumure', 'sel de cuisine', 'conservateur', 'e 250', 'mélange de condiments', 'antioxydant', 'e 301', 'glucose', 'stabilisant', 'e 450', 'moutarde', 'sel de cuisine', 'yogourt', 'amidon de maïs modifié', ""fibres d'agrumes"", ""jaune d'oeuf en poudre"", ""d'élevage au sol"", ""extraits d'épices"", 'sucre', 'bouillon de légumes', 'fines herbes', 'maltodextrine']",M Budget PASTASALAT MIT SCHINKEN
12719,39.0,204.0,1.1,5.3,4071800000824,"['seigle complet broyé', 'levain naturel', 'eau', 'seigle complet broyé', 'eau', 'farine complète de seigle', 'farine de froment', 'sirop de sucre inverti', 'farine de seigle', 'sel', 'sirop de caramel', 'flocons de seigle', 'levure']",Harry Das volle Korn KORN AN KORN
12720,70.0,173.0,0.0,0.4,7613269195382,"['édulcolorants', 'sorbitol', 'isomalt', 'maltitol', 'aspartame et acésulfame k', 'gomme base', 'avec antioxygène', 'e 307', 'arômes', 'humectang e 411', 'épaississant', 'gomme arabique', 'colorant', 'e 171', ""agents d'enrobage e 903 et e 553b""]",M-Budget Chewing gum
12722,4.0,103.0,9.0,1.0,7610848336099,"['karotten', 'wasser', 'kokosmilch', 'rahm', 'schweiz', 'rapsöl', 'zwiebeln', 'kochsalz jodiert', 'maisstärke', 'limettensaft', 'zucker', 'pfeffer']",coop Betty Bossi Rüebli-Kokos
12723,16.0,135.0,2.5,8.0,7613269381808,"['eau', 'épinards', 'fins finots de blé dur', 'ricotta', 'fromage', 'amidon modifié de blé', 'oeuf', ""d'élevage au sol"", 'fromage frais', 'avec épaississant', 'farine de graines de caroube', 'chapelure', 'farine de blé', 'eau', 'sel de cuisine', 'levure', 'séré maigre', 'gluten de blé', 'huile de colza', 'bouillon de légumes', 'oignons', 'épaississant', 'gomme guar', 'petit', 'lait en poudre', 'sel de cuisine iodé', 'ail', 'poivre']",MIGROS Léger FIORI RICOTTA-SPINAT
12725,,,,,7610827986246,"['mayonnaise', 'rapsöl', 'wasser', 'eigelb', 'aus freilandhaltung', 'europa', 'tafelessig', 'senf', 'wasser', 'tafelessig', 'senfsamen', 'kochsalz', 'zucker', 'curcuma', 'kochsalz', 'quark', 'schweiz', 'eier', 'aus bodenhaltung', 'deuchtsland', 'essigurken', 'gurken', 'wasser', 'tafelessig', 'kochsalz', 'kapernerzeugnis 0', 'kapern', 'tafelessig', 'kochsalz', 'wasser', 'wasser', 'petersilie', 'kochsalz jodiert']",Betty Bossi Tartare-Sauce
12726,61.0,406.0,12.0,12.0,7610177004300,"['farine fleur de blé', 'beurre fondu', 'lait écrémé en poudre', 'sel de cuisine', 'levure sèche', 'protéines de lait', 'gluten de blé', 'sucre', 'maltodextrine', ""extrait de malt d'orge"", 'agent de traitement de la farine', 'acide ascorbique', 'amidon de blé']",Butterzopf Brotfertigmischung
12727,25.0,215.0,11.0,4.0,3184670006306,"['lait écrémé pasteurisé', 'crème pasteurisé', 'oeufs frais', 'sucre', 'sirop de sucre candi', 'spéculoos', 'farine de mais', 'amidon de maïs', 'huile de colza', 'eau', 'sucre de canne', 'sucre', 'sirop de sucre candi', 'cannelle', 'sel', 'poudre à lever', 'émulsifiant', 'lécithine de colza', 'sucre de canne', ""blanc d'œufs frais"", 'arôme', 'spéculoos 0', 'sel']",rians L'Onctueux Spéculoos
12728,5.0,48.0,1.6,3.5,22129611,"['lait demi', 'écrémé', 'vitamines', 'vitamine e', 'niacine', 'vitamine a', 'vitamine d', 'acide folique', 'vitamine b6', 'thiamine', 'riboflavine', 'vitamine b12', 'uht homogénéisé']",Vita milk
12729,14.3,121.0,4.6,4.4,7613196009745,"['lait entier', 'sucre', 'lait maigre', 'eau', 'protéines de lait', 'fruits à coque 2', 'pâte de noisette 1', 'amande moulue 0', 'noix du brésil moulue 0', 'noix moulue 0', 'jus de citron à base de concentré', 'arôme', ""peut contenir d'autres fruit à coque""]",Nestle Hirz Nussmix
