,Carbohydrates,Energy,Energy (kCal),Fat,Fiber,Protein,Salt,Saturated fat,Sugars,barcode,name,origins,quantity,unit,Calcium,Omega-3 fatty acids,Polyunsaturated fatty acids,Sodium,Monounsaturated fatty acids,Vitamin A,Vitamin C (Ascorbic acid),Iron,Selenium,Vitamin B1 (Thiamin),Vitamin B2 (Riboflavin),Vitamin B3 (Niacin),Vitamin B6 (Pyridoxin),Vitamin D (Cholacalciferol),Vitamin E (Tocopherol),Vitamin K,Zinco,Polyols,Fructose,Glucose,Lactose,Saccharose,Folic acid,Biotin,Vitamin B12 (Cobalamin),Vitamin B5 (Panthothenic acid),Cholesterol,Phosphorus,Magnesium,Iodine,Provitamin A (β-carotene),Omega-6 fatty acids,Sulfate,Nitrate,Silica
14444,1.0,480.0,114.0,3.0,0.5,21.0,1.5,1.0,1.0,7617100217530,Léger Rinds-hacksteaks,,230.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14445,2.5,1630.0,390.0,43.0,0.0,0.0,1.4,5.0,2.0,7613356092402,Coop Olivenöl-Dressing,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14446,2.0,242.0,1002.0,21.0,,11.0,1.8,3.7,0.1,8004030017047,RIO mare Per Pasta Tonno alla Puttonesca,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14447,14.0,2640.0,637.0,53.0,10.0,21.0,0.1,4.0,4.5,7610200010490,M Classic Mandeln geschält,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14448,57.0,2012.0,481.0,25.0,2.0,6.0,0.41,9.0,26.0,7617400037364,Tradition NUSSHÖRNLI,,140.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14449,5.0,273.0,66.0,3.5,3.0,2.0,1.0,0.5,2.5,7613269284321,Anna's Best Bohnensalat,,280.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14450,5.0,300.0,72.0,3.6,0.0,5.0,0.1,2.1,5.0,7613269779483,Joghurt Classic,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14451,57.0,2300.0,550.0,32.0,3.0,7.0,0.4,13.0,35.0,7617400038644,MIDOR petit beurre Milch-Nuss,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14452,67.0,1510.0,361.0,3.0,14.0,14.0,0.05,1.0,3.0,7610849860685,coop Qualité & Prix GALA Spiralen,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14453,17.0,1669.0,404.0,37.0,,1.7,2.2,4.0,12.0,8715700413396,HEINZ AMERICAN SAUCE,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14454,0.0,3378.0,822.0,91.3,,0.0,,15.5,,8002210127807,FILIPPO BERIO OLIO EXTRA VERGINE DI OLIVA IL CLASSICO,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14455,52.0,2440.0,584.0,39.0,1.0,6.0,0.2,25.0,52.0,7610849671793,Coop Schokokugeln,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14456,26.0,710.0,170.0,6.0,0.7,2.5,0.2,5.0,26.0,7617400044034,M Classic Vanille-Schokolade,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14457,2.0,660.0,157.0,9.0,0.5,17.0,0.5,1.0,0.5,76102455,Migros Bio Soja Line Tofu Nature,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14458,8.0,190.0,46.0,0.5,2.5,1.5,1.2,,4.0,7610200340207,Condy Maiskölbchen,,190.0,g,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14459,11.0,242.0,57.0,0.8,2.3,0.5,0.01,0.2,11.0,7614200112482,Hero Baby Little Smoothie bio,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14460,,,,,,,,,,7612298381315,Domaine Des Coccinelles Œil de Perdrix Neuchâtel AOC 2014,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14461,9.0,270.0,65.0,0.5,4.5,3.5,0.7,0.0,2.0,7610818165018,coop Qualité & Prix  Erbsen mit Karotten fein,,,g,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14462,20.0,344.0,81.0,0.5,0.5,0.5,0.0,0.5,19.0,7617400050295,MIDOR ICE TEA Zitrone,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14463,58.0,1800.0,429.0,16.0,4.5,11.0,0.25,8.0,24.0,7613269188216,M Budget GETREIDERIEGEL Milchschokolade,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14464,,,,,,,,,,7610700625002,Ricola Kräuter Schweizer Kräutertee Wohltuend und lindernd,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14465,23.0,1760.0,422.0,29.0,0.6,17.0,1.7,16.0,0.9,7617027848602,Eclair Käsekuchen,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14466,62.4,576.0,374.0,6.1,9.2,12.7,5.2,,1.3,4104420052321,Alnatura Vollkorn Salz Brezeln,,125.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14467,62.0,2152.0,514.0,26.0,,,,16.0,29.0,3760122961425,Michel et Augustin ,,33.6,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14468,62.0,1865.0,444.0,16.0,4.0,11.0,1.8,8.0,3.0,7610200225986,PARTY FLÛTES GESALZEN,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14469,26.3,982.0,235.0,13.8,,7.1,1.56,0.5,2.9,5034444113151,Al'fez Authentic FALAFELMIX AUF BASIS VON KICHERERBSEN,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14470,1.5,950.0,229.0,19.0,,13.0,,,,7610011005890,Bell Kalbfleisch Pastete,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14471,53.0,1220.0,288.0,2.8,,11.0,0.07,0.8,1.4,8001665701518,RANA FETTUCCINI,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14472,59.0,1810.0,432.0,16.0,10.0,8.0,0.46,4.0,18.0,7610023002139,familia body balance HEIDELBEEREN & PECAN Knuspermüesli mit Vollkorn und Früchten,,50.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14473,63.0,1750.0,419.0,15.0,3.0,6.0,0.3,7.0,40.0,7610809043486,coop Qualité & Prix Rondellen mit Mandelaroma,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14474,13.0,256.0,,0.5,1.4,0.5,,0.5,12.0,7613035604056,"Nestlé NaturNes Apfel, Mango",,,g,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14475,65.0,2150.0,512.0,24.0,2.0,8.0,0.4,9.0,22.0,7617400035810,M Budget GEBÄCKROLLE,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14476,,,,,,,,,,8004275059888,Cirio Red Wine Vinegar,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14477,4.9,119.0,28.0,0.1,2.5,0.7,0.5,0.1,1.6,7610800001294,Coop Schwarzwurzeln geschnitten,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14478,11.0,240.0,56.0,0.5,2.0,1.5,1.4,0.5,7.0,7610200335159,Migros Bio Rotkraut,,500.0,g,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14479,0.8,20.0,4.0,0.5,0.5,0.5,0.9,0.5,0.5,7613312034521,Bon Chef PREMIUM Bouillon Gemüse,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14480,51.0,1412.0,336.0,12.0,2.0,,0.35,3.0,38.0,7616700201253,MIGROS Rüebli-Torte,['Switzerland'],520.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14481,62.0,1790.0,425.0,14.0,4.5,11.0,0.29,8.0,51.0,7613269199489,M Classic Sportvit,,,g,,,,,,320.0,32.0,18.6,,0.44,0.56,6.4,0.56,2.0,5.0,,,,,,,,240.0,,1.0,2.4,,,400.0,,,,,,
14482,,,,,,,,,,7616700140958,Migros Creme Berliner,['Switzerland'],200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14483,69.0,1850.0,439.0,15.0,2.0,6.0,0.5,6.0,38.0,7613269458449,Migros Spitzbuben,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14484,0.0,1640.0,392.0,32.0,,27.0,,,,2111232005508,Coop Qualité & Prix Le Gruyère Switzerland Surchoix,,274.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14485,10.0,1220.0,292.0,14.0,7.0,28.0,1.5,1.5,1.5,7610849263578,Proteinbrot,,400.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14486,80.0,1627.0,384.0,1.5,3.0,11.0,0.58,0.5,15.0,7610200257338,M-Classic Fit Flakes Nature,,,g,,,,,,,,23.0,,1.8,2.3,26.0,2.3,,,,,,,,,,330.0,,4.1,10.0,,,,,,,,,
14487,67.0,2100.0,500.0,21.0,1.5,10.0,0.2,8.0,27.0,7617400036503,M-Budget Reisgebäck,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14488,67.0,2130.0,508.0,23.0,2.5,7.0,0.6,9.0,23.0,7617400030198,Midor Fonds pour tartelettes,,216.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14489,0.5,,,3.0,0.0,21.0,,,,7613312030400,MIGROS Wildlachs,,170.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14490,46.0,1560.0,372.0,16.0,2.0,10.0,1.2,7.0,8.0,7613269584568,M-Budget Gipfel,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14491,1.0,680.0,164.0,12.0,0.5,13.0,0.6,3.5,0.5,7617100242402,Msc Matjesheringsfilet,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14492,80.2,1679.0,401.0,3.8,,9.9,,,,5060194790847,Saitaku Arare mix,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14493,61.0,2211.0,529.0,29.0,,5.4,0.34,18.0,31.0,7614800489007,Kambly : Chocolait : Blond,['Switzerland'],100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14494,63.0,1570.0,373.0,7.0,5.0,12.0,0.1,0.8,2.0,7613312044117,Migros Bio Quinoaflocken,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14495,,,,,,,,,,7640101095395,Hirtenkäse mit Peperoncini & Kräuter,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14496,25.9,719.0,171.0,5.9,1.3,2.3,0.08,3.1,22.7,7613035351110,Mövenpick Fruity & Creamy Ice cream and forest fruit sorebet,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14497,49.0,2490.0,597.0,41.0,,7.0,0.12,19.0,47.0,7610307030193,Victorinox Chocolate Knife,,140.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14498,19.9,925.0,222.0,12.7,1.0,6.4,1.37,6.1,3.0,3273310123180,Kauffer's Elsässer mini Flammkuchen Das Original,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14499,3.2,78.0,19.0,0.1,0.7,0.8,1.0,0.1,0.9,7613032572471,Maggi Zwiebelsuppe,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14500,51.0,2512.0,600.0,40.0,,6.0,0.01,21.0,43.0,7610008641506,torino Noir,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14501,,,,,,,,,,7613269300380,Mirador Streuwürze,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14502,19.0,459.0,109.0,1.5,1.5,4.0,1.0,0.5,2.0,7613312027202,Subito Penne Basilico,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14503,3.0,1320.0,321.0,33.2,0.5,2.5,0.9,19.6,3.0,22095480,Valflora Crème Fraîche Sauerrahm mit Kräutern,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14504,11.0,2856.0,691.0,63.0,6.1,17.0,0.01,6.8,7.0,4104420025066,Alnatura Walnuss Kerne,,150.0,g,,,42.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14505,44.0,1157.0,274.0,4.0,5.0,13.0,1.5,0.5,4.0,7616700037142,Migros Crusta Baguette,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14506,9.0,260.0,62.0,0.5,3.5,3.5,0.1,0.0,3.0,7613331562234,coop Mexican Mix Betty Bossi,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14507,52.0,1665.0,397.0,17.0,2.0,8.0,0.58,9.0,15.0,7616700006766,San Antonio Il Pandoro,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14508,93.0,1580.0,378.0,,,0.0,,0.0,,7610849101849,Coop Qualité & Prix Punch Rum Aroma,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14509,45.0,2461.0,592.0,43.0,2.5,5.0,0.13,26.0,43.0,7617027746410,Belgische Becherpralinés assortiert,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14510,10.0,170.0,41.0,0.0,,0.0,0.0,0.0,10.0,7610097144049,Passaia,,,g,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14511,56.0,2010.0,479.0,23.0,5.0,10.0,1.7,6.0,4.0,7610032065149,Dar-Vida Sandwich Tomaten & Basilikum,,65.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14512,24.0,726.0,172.0,4.0,,10.0,,,,7610695003663,Roberto India Fagottini Mit Pouletfleisch,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14513,1.0,500.0,118.0,1.5,0.5,25.0,0.0,1.0,1.0,7610311804025,Truten Fondue chinoise,,450.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14514,33.0,894.0,212.0,4.6,,8.7,1.6,2.2,3.8,4001724004813,Dr.Oetker Bistro Mini Baguette Spéciale,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14515,7.0,120.0,29.0,0.0,0.0,0.0,0.0,,7.0,7610829396326,Coop Qualité & Prix Ice Tea Classic,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14516,0.5,1600.0,384.0,28.0,0.0,33.0,1.5,19.0,0.1,7613269660903,Mifroma Parmigiano Reggiano,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14517,25.0,1240.0,296.0,17.0,1.5,10.0,1.4,7.0,2.0,7616700193916,Happy Hour Finest Landrauchschinken Gipfel,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14518,14.1,450.0,106.0,2.5,0.3,7.0,0.1,1.5,13.5,76408267,Cremo P+ Yogourt Heidelbeer,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14519,10.7,182.0,43.0,0.0,,0.0,0.0,0.0,10.7,54492790,Coca Cola Cherry,['Switzerland'],500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14520,59.0,2390.0,572.0,34.0,1.0,7.0,0.2,20.0,59.0,7610849623716,Coop Qualité & Prix Katzenzüngli,,110.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14521,,,,,,,,,,0070177196592,Twinings of London Indian Chai Flavoured black tea ,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14522,59.0,2020.0,482.0,24.0,3.0,6.0,3.3,2.0,7.0,7610095075901,Zweifel Corn Snaps Maissnack,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14523,66.0,1690.0,402.0,11.0,2.5,9.0,3.7,6.0,4.5,7613269300823,Subito Mushroom,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14524,36.0,1130.0,269.0,12.0,1.5,3.5,0.2,6.0,27.0,7617400046908,Fun Mokka,,145.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14525,51.0,880.0,211.0,,,0.5,,,,7610845821741,Coop Fine Food Confit De Fruits Pour Fromage Heidelbeeren-Thymian,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14526,6.0,111.0,26.0,0.0,0.0,0.5,0.06,0.0,6.0,7613312084748,Cascara Ice Tea Rhabarber & Fenchel,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14527,3.0,390.0,93.0,4.5,0.5,10.0,1.0,2.0,0.9,7613269317371,Migros Cottage Cheese Nature,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14528,31.9,868.0,206.0,7.4,0.6,2.5,0.15,4.0,27.7,7613035356382,Mövenpick The Art Of Swiss Ice Cream Swiss Cantons Limited Edition Caramel From Basel & Apple,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14529,15.0,,,4.0,,4.0,,,,7613269144298,Migros De la région Joghurt aus Schafmilch fraise,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14530,43.0,2327.0,559.0,37.0,,9.7,0.61,14.0,38.0,7610400085946,Lindt Les Grandes 31% Amandes-Fleur De Sel Noir,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14531,61.0,1646.0,391.0,9.0,9.0,12.0,0.93,1.0,12.0,7610177003778,Reddy Birchermüesli Original,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14532,10.6,177.0,42.0,0.0,0.1,0.1,0.03,0.0,10.6,7613034555991,Romanette Limonade Pamplemousse,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14533,0.0,1640.0,392.0,32.0,,27.0,,,,2111228004850,Coop Qualité & Prix Le Gruyère Switzerland Mild,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14534,20.0,345.0,81.0,0.5,0.5,0.5,0.01,0.5,20.0,7613312031414,Migros Ice Tea Pfirsich,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14535,11.0,181.0,43.0,,,,0.01,,11.0,5601045000137,Sumol Ananas,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14536,51.6,2363.0,567.0,36.1,2.7,7.5,0.15,14.9,49.6,7613031082100,Cailler of Switzerland Dessert,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14537,,,,,,,,,,7610071221049,McCormick Cayennepfeffer gemahlen,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14538,,,,,,,,,,28503439,Milfina Kochbutter,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14539,47.0,1190.0,285.0,5.0,4.0,10.0,1.0,0.5,3.5,7613331024268,Coop Qualité & Prix Frischback Siebenkornbrötli,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14540,16.0,620.0,148.0,6.0,1.0,7.0,0.8,1.0,2.0,7610848315377,Coop Betty Bossi Poulet-Piccata mit Tomatensauce,,,g,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14541,,,,,,,,,,7611519194116,Louis Bovard Médinette Dézaley Grand Cru 2015,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14542,0.0,860.0,206.0,3.5,,43.0,,,,7613331793287,Coop Qualité & Prix Spécialité Régionale Grischun,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14543,13.5,644.0,154.0,10.0,0.2,2.6,0.1,7.0,13.0,7612464732446,Yoplait Perle de Lait Stracciatella,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14544,54.0,2300.0,552.0,34.0,1.0,7.0,0.0,,54.0,7610148222535,,,,g,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14545,12.0,335.0,79.0,2.0,0.7,3.0,0.05,0.5,10.0,7613269595687,Migros Bio Soja Line Soyog Erdbeere,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14546,18.0,460.0,110.0,2.9,0.5,3.0,0.1,1.7,17.0,7616600702416,Migros Saison Holunderblüte,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14547,70.0,1573.0,372.0,2.8,9.4,12.0,0.03,0.6,2.5,4104420178816,"Alnatura Bio Dinkel-Waffeln, natur",,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14548,69.0,1735.0,412.0,12.0,2.0,6.0,0.2,2.5,53.0,7616700239379,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14549,50.0,1085.0,256.0,1.8,3.0,8.5,1.3,,,4071800000152,,,,g,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14550,9.0,153.0,36.0,0.0,0.0,0.0,0.05,0.0,9.0,7610200337603,Jarimba Orange Mango,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14551,63.0,1474.0,349.0,2.5,9.0,14.0,0.02,0.5,2.5,7610145608547,Terrasuisse Hörnli UrDibkel,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14552,15.0,888.0,212.0,11.0,0.6,13.0,1.6,1.5,1.0,7610200326591,Don Pollo Micatta alla milanese,['Brazil'],150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14553,1.5,2930.0,713.0,78.0,,1.58,0.8,9.0,1.5,7610405067244,Gautschi Bärlauch-Mayonnaise,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14554,23.0,1050.0,252.0,15.0,3.0,4.5,0.1,8.0,20.0,7617400044010,Creme d'or Classic pistache,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14555,3.0,100.0,24.0,0.5,2.0,1.5,0.06,0.5,2.0,7617027898072,M-Classic Mischsalat,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14556,7.0,260.0,62.0,2.0,2.5,2.5,1.0,1.0,2.0,7610849357376,Betty Bossi Erbsen-Minze,,,g,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14557,21.0,870.0,208.0,12.0,0.8,3.5,0.2,7.0,20.0,7617400050318,Gelato Vanille & Chocolat,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14558,12.0,460.0,110.0,5.0,2.5,3.0,0.9,1.0,4.0,7610849313556,Betty Bossi Gemüselasagne ,,,g,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14559,11.0,310.0,74.0,1.5,3.0,2.5,0.4,0.0,5.0,7610800004998,Coop Qualité & Prix Sweet Corn,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14560,56.5,2305.0,552.0,33.1,1.8,6.2,0.15,18.2,54.4,59939511,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14561,7.0,2080.0,498.0,51.0,1.0,1.5,1.4,4.0,6.0,7610800016045,Coop Cocktail Sauce,,120.0,g,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14562,53.0,1338.0,318.0,9.0,4.5,4.0,0.48,4.0,27.0,7616700004076,Migros Birnweggli,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14563,0.8,500.0,118.0,6.0,0.6,15.0,0.8,3.0,0.7,7616800213033,Subito Kalbsgeschnetzeltes,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14564,8.6,565.0,136.0,9.5,2.0,3.0,1.25,1.8,6.5,8076809528689,Barilla Gorgonzola,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14565,7.0,120.0,29.0,0.0,0.0,0.0,0.0,,7.0,7613331953933,Coop Naturaplan Schorle,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566,53.0,2296.0,550.0,34.0,,7.3,0.21,20.0,52.0,4000539221903,Lindt Hello My Name Is Strawberry Cheesecake,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14567,45.0,1832.0,439.0,26.0,,,,13.0,33.0,7613269155645,Migros Dessert Tradition Fondant Chocolat,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14568,54.0,2217.0,531.0,31.0,2.0,8.0,0.05,11.0,49.0,7613269199519,MIGROS SÉLECTION TARTUFI NERI,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14569,47.0,2470.0,593.0,42.0,3.5,5.0,0.11,28.0,45.0,7616500646162,Frey Suprême Stracciatella,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14570,2.5,230.0,55.0,0.1,,11.0,,,,7610818170104,Coop Freefrom Magerquark Nature Lactosfrei,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14571,1.0,860.0,204.0,6.0,,38.0,,,,7610271626231,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572,95.0,1620.0,380.0,0.0,0.0,0.5,,0.0,95.0,7610276207848,Migros Bio Bonbons mit Himbeer- Orangen- und Zitronen Aroma,,,g,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573,,,,,,,,,,5010327000404,Grant's Blended Scotch Whisky The Family Reserve,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14574,78.0,1578.0,373.0,5.0,,4.0,0.1,4.0,67.0,76403941,Läckerli Basler Original Huus Rahmtäfeli,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14575,63.0,2151.0,514.0,26.0,2.0,6.0,0.5,18.0,29.0,7613269525561,M Classic Vanillegebäck mit Milchschokolade,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14576,,,,,,,,,,7610029160703,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14577,4.5,110.0,27.0,0.5,1.0,1.0,0.3,,3.5,7610029116397,,,,g,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14578,50.4,1777.0,425.0,18.6,,2.6,0.02,11.6,50.1,7610248130204,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14579,13.0,307.0,73.0,1.1,1.2,2.0,0.6,0.7,1.5,7611100270038,,,880.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14580,54.0,2165.0,519.0,31.0,,5.0,0.12,17.0,48.0,7610400084130,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
