,Carbohydrates,Energy,Energy (kCal),Fat,Fiber,Protein,Salt,Saturated fat,Sugars,barcode,name,origins,quantity,unit,Calcium,Omega-3 fatty acids,Polyunsaturated fatty acids,Sodium,Monounsaturated fatty acids,Vitamin A,Vitamin C (Ascorbic acid),Iron,Selenium,Vitamin B1 (Thiamin),Vitamin B2 (Riboflavin),Vitamin B3 (Niacin),Vitamin B6 (Pyridoxin),Vitamin D (Cholacalciferol),Vitamin E (Tocopherol),Vitamin K,Zinco,Polyols,Fructose,Glucose,Lactose,Saccharose,Folic acid,Biotin,Vitamin B12 (Cobalamin),Vitamin B5 (Panthothenic acid),Cholesterol,Phosphorus,Magnesium,Iodine,Provitamin A (β-carotene),Omega-6 fatty acids,Sulfate,Nitrate,Silica
3782,8.8,295.0,70.0,3.1,0.5,1.5,0.06,1.3,6.5,7611471002481,Milupa Aptamil Pronutra 3,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3783,0.0,630.0,151.0,16.0,3.0,1.0,4.3,3.0,0.0,7610846943862,Coop Oliven grün mit Stein,,,g,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3784,4.0,250.0,60.0,0.2,0.0,10.0,0.1,0.1,4.0,7613356136199,Coop Magerquark,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3785,4.0,155.0,37.0,2.0,0.9,0.8,0.7,1.2,2.3,7611100428439,Knorr Kürbissuppe,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3786,62.0,1602.0,381.0,8.2,11.0,9.2,8.4,4.6,9.5,26021836,"Menuto instant soup, 7 vegetables",,95.0,g,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3787,69.4,1769.0,419.0,9.1,3.5,13.4,1.6,3.9,2.3,8003490044501,Roberto Crocchini Mignon Breadsticks with salt,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3788,11.0,187.0,44.0,0.0,0.0,0.0,0.0,0.0,11.0,7613269357551,Sirop Grenadin,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3789,79.0,1463.0,345.0,0.8,4.9,,0.1,0.4,50.0,4001686849163,Haribo ,,300.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3790,20.0,1424.0,340.0,7.3,21.0,38.0,0.47,2.1,5.0,42297703,Alnavit Pflanzenfreund Bio Smoothiepulver,,105.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3791,54.0,1880.0,450.0,22.0,1.0,8.0,0.3,6.0,34.0,7613331703958,Coop My Bakery Herzwaffeln,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,44.0,1120.0,268.0,6.0,1.0,7.0,1.2,0.5,1.0,7613331629623,Betty Bossi PIZZATEIG,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3793,49.0,1924.0,461.0,26.0,2.9,6.2,0.13,14.0,21.0,4104420098800,Alnatura Bio Haselnuss Spritzgebäck ,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3794,44.0,2490.0,596.0,43.0,2.0,8.0,0.5,20.0,43.0,7611654221890,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3795,1.0,1030.0,222.0,22.0,0.5,12.0,2.0,8.0,1.0,2183813003159,Delikatess Fleischkäse hauchdünn,,157.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,0.5,1586.0,382.0,30.0,,27.5,,,,20694944,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3797,11.4,303.0,72.0,1.5,,2.6,0.1,0.9,11.1,20324650,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3798,,1534.0,371.0,16.9,,,2.25,14.5,,20778460,,,,g,,,1.5,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3799,,,,,,,,,,7610807042894,CORMÒNS VENEZIA GIULIA,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,10.0,1710.0,410.0,26.0,0.5,34.0,4.8,10.0,5.0,7610352024598,Rapelli SALAMI PAPRIKA CHIPS,,60.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801,,,,,,,,,,3351650000085,Georges Dubœuf Brouilly 2013,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3802,4.7,130.0,30.0,0.5,,0.8,,,,7610800016786,Small white onions in vinegar,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3803,0.1,318.0,75.0,2.0,,14.0,1.8,0.9,0.1,8004030895058,Simmenthal Rindfleisch in Gelée,,270.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3804,,,,,,,,,,7809591501445,Vina Sutil Reserva,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3805,7.5,2449.0,583.0,61.0,0.5,1.2,1.2,7.2,4.2,7611100067638,Knorr Herbmix Italian,,70.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3806,5.0,1110.0,269.0,,,11.5,2.3,,5.0,3073780516723,Apéricube Saveurs TOMATE EMMENTAL GRATINÉ JAMBON OIGNON FONDANT,,,g,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3807,,,,,,,,,,3351650008548,GEORGES DUBŒUF SAINT-AMOUR,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3808,3.0,1580.0,384.0,41.0,0.5,0.6,1.3,4.5,1.5,7616600703413,Frifrench Biofrench Salatsauce,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3809,21.0,1105.0,264.0,0.0,,28.8,0.2,,1.8,8854404001710,BLUE ELEPHANT Royal Thai Cuisine Thai Basilikum,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3810,55.3,2283.0,547.0,32.7,1.9,7.0,0.22,18.9,54.8,7613034884497,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3811,,,,,,,0.1,,,7612464620224,,,,g,,,,,27.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3812,0.9,1684.0,406.0,33.0,,28.0,,,,20632045,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3813,0.5,1560.0,372.0,30.5,,26.0,,,,20631680,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3814,,,,,,,,,,3113934002273,Canard-Duchêne CHAMPAGNE ,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3815,71.0,1583.0,374.0,4.0,4.0,11.0,6.7,1.5,1.0,7610200314048,Migros Party Lange Salzstangen,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3816,63.0,1590.0,377.0,7.0,5.0,13.0,1.0,2.5,14.0,7613269296485,Subito Gemüse,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3817,44.4,2506.0,603.0,42.7,,8.2,0.15,14.1,39.9,8000500032237,FERRERO ROCHER the golden experience,,375.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3818,4.9,270.0,65.0,3.6,,3.2,,,,7610200035172,Vollmilch,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3819,74.0,1550.0,371.0,1.5,4.0,12.0,0.01,0.5,3.0,7610848406174,Coop Girandole Teigwaren aus Altamura Hartweizen,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3820,49.0,2350.0,562.0,38.0,,5.0,,,,7613356188877,"Merry Christmas Pralinés aus Schweizer Schokolade, assortiert",,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3821,0.0,660.0,158.0,3.0,,32.0,,,,7610011812993,Bell SPÉCIALITÉ Siedfleisch fein geschnitten,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3822,46.0,883.0,209.0,0.5,6.0,2.0,0.0,0.5,26.0,7617027797290,Wild Gibier Selvaggina Marroni in Caramelsauce,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3823,3.5,1780.0,426.0,45.0,0.0,3.5,,27.0,3.5,7611654007135,coop naturaplan bio Mascarpone,,,g,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3824,35.0,2470.0,591.0,45.0,9.0,8.0,,28.0,26.0,7611654606901,COOP Qualité & Prix Noir,,100.0,g,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3825,63.0,2123.0,507.0,24.0,3.5,8.0,0.66,13.0,23.0,7613312029312,Tradition SABLÉ aux PISTACHES ,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3826,,,,,,,,,,7613034301505,SPECIAL.T by Nestle Rooibos Orange,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3827,15.7,444.0,105.0,3.4,0.5,3.0,0.09,2.2,10.0,7613033198748,Nestle Jogolino Erdbeer,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3828,12.5,241.0,57.0,0.1,0.1,1.4,0.12,0.1,12.5,8410000812268,Royal Gelatina Sabor Morango Fresa,,170.0,g,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3829,53.0,2290.0,548.0,34.0,0.0,7.0,0.0,0.0,0.0,7610849099375,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3830,16.8,451.0,107.0,2.1,,3.0,5.6,0.2,16.6,5021047101319,Thai Kitchen Red Curry Paste,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3831,10.0,644.0,155.0,11.0,3.0,2.5,1.2,1.0,6.0,7613312087091,Crème Grill-Gemüse,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3832,,,,,,,,,,7610807046175,Terres D'Aquitaine Bordeaux Rosé 2015,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3833,58.0,1200.0,289.0,0.0,29.0,1.0,,,42.0,7610167630021,M Classic Eucalyptus Gummipastillen,,,g,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3834,0.5,923.0,221.0,13.0,0.0,26.0,1.0,2.4,0.5,3263670413113,Connétable Weisser Thunfisch in Olivenöl,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3835,64.0,1450.0,346.0,2.0,,14.0,0.0,0.4,1.3,7610491013323,Morga Bio SojaVollkorn,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3836,0.0,390.0,93.0,1.0,0.0,21.0,0.8,0.5,0.0,7610827913556,Coop Prix Garantie Poulet - Geschnetzeltes,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,59.0,1760.0,421.0,15.0,13.0,6.0,0.23,8.0,34.0,7613269187516,Farmer Soft Heidelbeere & Brombeere,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3838,51.6,2363.0,567.0,36.1,2.7,7.5,0.15,14.9,49.6,7613034889652,,,177.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3839,56.0,2277.0,545.0,32.0,,7.4,0.2,20.0,55.0,4000539630309,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3840,75.0,1310.0,308.0,,,1.6,,,59.0,7613900019886,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841,,,,,,,,,,7610800017578,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842,59.0,2390.0,572.0,34.0,1.0,7.0,0.2,20.0,59.0,7613331319876,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3843,52.0,2440.0,584.0,39.0,1.0,6.0,0.2,25.0,52.0,7610849933228,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3844,59.2,2140.0,511.0,25.3,,9.7,0.09,10.3,53.8,5000159481540,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845,50.0,2450.0,586.0,40.0,2.0,6.0,0.5,21.0,48.0,7613331531353,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3846,56.0,2370.0,567.0,35.0,0.0,7.0,0.2,21.0,56.0,7613331344618,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3847,55.0,2280.0,545.0,33.0,5.0,5.0,0.05,20.0,53.0,7613331343765,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3848,,,,,,,,,,7613331632296,,,60.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3849,63.0,2020.0,483.0,22.0,,8.0,,,,7618100042009,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3850,61.0,2134.0,510.0,25.0,,9.3,0.3,,45.1,7612100021682,,,,g,,,,,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3851,61.0,2250.0,538.0,30.0,,6.0,,,,7610849955558,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3852,56.0,2290.0,548.0,33.0,,7.0,,,,7610849938896,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3853,13.0,813.0,195.0,12.0,,6.8,8.5,0.7,13.0,50147588,Colman's mustard,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3854,,,,,,,,,,7610848072058,GOLD STAR Crevetten Black Tiger,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3855,21.6,1029.0,246.0,13.9,0.9,8.3,0.87,7.0,1.5,3356532035001,Marie Tarte au Saumon et au fromage boursin AIL & FINES HERBES,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3856,54.0,1750.0,418.0,14.0,14.0,12.0,1.5,1.5,2.0,7617400031003,Blévita mit Leinsamen,,,g,,,,,,,,,,0.4,0.6,,0.6,,,,,,,,,,80.0,,,,,,,,,,,,
3857,,,,,,,,,,5410908000036,CHIMAY PÈRES TRAPPISTES 2016,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3858,0.0,900.0,215.0,18.0,0.0,14.0,2.1,6.0,0.0,7610827658181, Coop Qualité & Prix Cervelas Fleisch,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3859,1.5,1010.0,244.0,18.0,,19.0,0.4,10.8,1.5,7610900018543,Emmi Mozzarella Perle Schweizer Frischkäse,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3860,,,,,,,,,,5010019640260,LAPHROAIG ISLAY SINGLE MALT SCOTCH WHISKY 1815,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861,,,,,,,,,,0070177010195,Twinings of London English Breakfast Tea,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3862,0.5,3050.0,730.0,82.0,,0.5,,,,7610845131543,Coop Qualité & Prix Vorzugsbutter,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3863,7.0,118.0,28.0,0.0,0.0,0.5,0.01,,7.0,7613269283195,Migros Ice Tea Peach,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3864,8.9,163.0,38.0,0.0,,0.0,,,,7610089005617,Dr. Oetker Tortenguss Fruitclair,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3865,8.0,161.0,38.0,0.5,1.0,1.0,1.5,0.5,4.5,7617027853118,Condy Gewürzgurken in Süss-Sauerm,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3866,44.0,2587.0,623.0,47.0,,4.9,0.23,35.0,43.0,8003340093208,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3867,51.0,2390.0,572.0,37.0,2.0,8.0,0.2,22.0,48.0,7613331428233,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3868,95.0,1650.0,395.0,0.5,,0.5,,0.5,95.0,7610700740118,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3869,51.0,2380.0,569.0,38.0,,6.0,,,,7610846401195,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3870,8.2,2688.0,653.0,62.0,15.3,7.8,0.09,53.4,5.0,4104420015289,ALNATURA Kokos geraspelt,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3871,10.5,63.0,152.0,8.1,,5.2,2.0,1.1,2.7,8001060003491,SACLA ITALIA Fagiolata con funghi,,290.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3872,26.0,970.0,232.0,13.0,0.0,2.5,0.2,12.0,23.0,7610829959446,"Coop prix garantie - Glace sticks (8x Vanillearoma, 8x Schokoladearoma)",,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3873,2.5,1030.0,247.0,16.0,0.0,16.0,1.5,10.0,0.5,7613269539827,Swiss-Style Fondue,,800.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3874,,,,,,,,,,5601077111023,Porto Cálem Velhotes Tawny Port Wine,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3875,42.0,1530.0,365.0,18.0,3.5,7.0,1.9,8.0,3.0,7616700181494,Laugenbrezel mit Butter,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3876,,,,,,,,,,7610849744183,coop naturaplan Alpenkräuter-Tee MIT MALVE,,24.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3877,1.0,1191.0,287.0,23.0,0.0,19.0,3.5,16.0,1.0,7617027851176,Toast processed fat cheese,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3878,7.0,319.0,76.0,0.8,7.0,6.7,0.93,0.1,0.5,5601151170755,Compal Haricot Noir,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3879,,,,,,,,,,8032937583105,Tenuta Argentiera Poggio ai ginepri Bolgheri 2013,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3880,,,,,,,,,,7613331622693,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3881,54.3,2306.0,553.0,33.5,2.3,7.3,0.19,16.8,53.1,7613034889676,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3882,,,,,,,,,,7613356482746,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3883,59.0,2390.0,572.0,34.0,1.0,7.0,0.2,20.0,59.0,7613331343178,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3884,,,,,,,,,,7610845299472,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3885,45.0,2530.0,605.0,44.0,4.0,6.0,0.1,24.0,43.0,7611654910848,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886,8.0,2010.0,483.0,35.0,6.0,7.0,0.0,,40.0,7610148326325,,,,g,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3887,59.0,2390.0,572.0,34.0,1.0,7.0,0.5,20.0,59.0,7613331344526,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3888,55.0,2300.0,550.0,33.0,1.5,8.0,0.3,19.0,50.0,7610849955459,,,290.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3889,45.0,2538.0,611.0,45.0,,5.4,0.13,34.0,45.0,4000539692901,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890,53.9,2413.0,579.0,36.2,,8.8,0.31,24.1,53.6,8000500243558,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3891,63.0,2193.0,524.0,27.0,,6.5,0.75,18.0,25.0,3045320052244,Saint Aubert Palets Bretons Pur Beurre,,125.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3892,3.5,1070.0,258.0,22.0,11.5,1.9,200.0,15.0,3.5,3073780891462,Apéricube mediterranean recipes,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3893,59.0,1730.0,412.0,12.0,12.0,11.0,1.6,1.5,2.5,7617400030648,Blévita 5-Korngebäck,,,g,,,,,,,,,,0.4,0.6,6.4,0.6,,,,,,,,,,,,,,,,,,,,,,
3894,31.0,940.0,225.0,9.0,,4.5,,,,7610818899500,Coop Fine Food Gelato Al Latte Con Noce di Cocco,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3895,20.0,950.0,225.0,0.5,1.0,35.0,1.0,0.01,8.0,76159213,Cenovis ohne Salzzusatz ,,70.0,g,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,
3896,18.0,429.0,102.0,1.5,2.0,3.0,0.9,0.5,2.0,7613269685876,Fusilli alla mediterranea,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3897,55.0,2280.0,545.0,33.0,4.5,5.0,1.6,3.0,2.0,7610829851573,coop PRIX GARANTIE Chips Paprika,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3898,24.0,1100.0,263.0,16.0,,,,9.0,21.0,7617400043303,Crème d'or Classic stracciatella italiana,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3899,6.5,990.0,239.0,18.5,,11.5,1.8,12.5,6.5,3073780574310,La Vache qui rit family pack,,400.0,g,610.0,,,,,190.0,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,
3900,77.0,1613.0,382.0,3.5,9.0,6.0,0.17,2.0,73.0,7613312092552,Kakaogetränk,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3901,56.0,1630.0,388.0,15.0,3.3,5.7,0.53,7.3,21.0,9005300008238,ölz Der Meisterbäcker Festtags Stollen,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3902,16.0,645.0,154.0,7.0,1.5,6.0,1.1,4.0,2.0,7613269502418,Indian paneer with whole-grains rice and green peas,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3903,46.0,565.0,2355.0,38.0,3.0,9.0,0.27,20.0,46.0,7610036002799,Villars Pur Chocolat Suisse Lait Amandes,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904,3.0,1080.0,259.0,18.0,0.5,15.0,1.4,11.0,0.6,7610200305428,Swiss-Style fondue half-half,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3905,,,,,,,,,,3391186170050,M. Chapoutier Costières de Nîmes,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3906,45.0,1790.0,429.0,25.0,,6.0,,,,3456580666902,MIGROS : Schokoladenfondant,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3907,2.6,49.0,12.0,0.0,0.0,0.2,0.0,0.0,2.6,42278955,Alnavita Bio Ingwer Saft,,200.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3908,25.0,1220.0,292.0,16.0,2.0,11.0,,11.0,6.0,3073780841610,La Vache Qui Rit Pik & Croq',,,g,580.0,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3909,5.0,1110.0,269.0,22.5,,11.5,2.3,15.0,5.0,3073780515702,Apéricube nature,,125.0,g,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3910,,,,,,,,,,7610491924643,Morga Suisse Türkische Aprikosen,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3911,49.0,2370.0,568.0,37.0,3.5,8.0,0.16,18.0,47.0,7616500647725,FREY SUPRÊME LAIT TROIS NOIX,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3912,50.0,2458.0,587.0,39.0,,8.0,0.01,21.0,47.0,7610008952503,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3913,,,,,,,,,,7613269644552,Migros - Salade d'haricots edamame,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3914,7.5,359.1,85.8,5.3,0.9,1.7,0.3,0.8,2.1,3434410072574,Magda Saveurs D'Italie,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915,0.1,602.0,144.0,8.5,1.7,16.0,0.1,1.4,0.1,4104420094840,Alnatura Tofu Natur,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3916,9.0,2910.0,705.0,69.0,8.0,8.0,1.3,11.0,6.0,7613312058800,Migros Sélection Romarin Pfeiffer Macadamia,,130.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3917,2.5,338.0,80.0,2.0,0.5,13.0,1.2,1.0,1.0,7613269473923,Ungarisch Gulasch Goulash Hongroise Fixfertig Zubereitet,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3918,3.7,460.0,111.0,6.6,,6.2,,,,7610100007071,Thomy Senf mild,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3919,4.9,126.0,30.0,0.2,1.3,0.9,1.6,0.1,4.7,40804644,Kühne Gewürzgurken,,330.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3920,97.0,996.0,239.0,0.0,0.0,0.0,0.0,0.0,0.5,7613269295853,Larry's Citrus-mix,,,g,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,
3921,23.0,912.0,218.0,11.0,0.5,4.0,0.16,9.0,19.0,7617400046939,Glacetta grand marnier,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3922,5.0,160.0,38.0,0.2,0.5,3.5,0.1,0.1,5.0,7613356205246,coop Qualité & Prix CHOCATO DRINK,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3923,5.0,105.0,25.0,0.5,0.6,0.7,0.68,0.5,4.0,7618500940998,Migros Gemüsecocktail BIO,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3924,50.0,2420.0,579.0,38.0,1.5,9.0,0.5,23.0,49.0,7613356573079,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925,41.0,2654.0,640.0,50.0,,4.9,0.1,37.0,40.0,4000539692703,,,216.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926,53.0,2380.0,569.0,37.0,1.0,6.0,0.2,27.0,52.0,7613356477094,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3927,72.0,1880.0,446.0,14.0,2.0,7.0,0.06,8.0,42.0,7610449002850,Eclair Fines vaudoises mit Zimt,,,g,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
