,Carbohydrates,Energy,Energy (kCal),Fat,Fiber,Protein,Salt,Saturated fat,Sugars,id,name,origins,quantity,unit,Calcium,Omega-3 fatty acids,Polyunsaturated fatty acids,Sodium,Monounsaturated fatty acids,Vitamin A,Vitamin C (Ascorbic acid),Iron,Selenium,Vitamin B1 (Thiamin),Vitamin B2 (Riboflavin),Vitamin B3 (Niacin),Vitamin B6 (Pyridoxin),Vitamin D (Cholacalciferol),Vitamin E (Tocopherol),Vitamin K,Zinco,Polyols,Fructose,Glucose,Lactose,Saccharose,Folic acid,Biotin,Vitamin B12 (Cobalamin),Vitamin B5 (Panthothenic acid),Cholesterol,Phosphorus,Magnesium,Iodine,Provitamin A (β-carotene),Omega-6 fatty acids,Sulfate,Nitrate,Silica
16471,1.5,520.0,127.0,13.0,0.5,0.8,2.5,1.5,1.0,13790,Migros Léger French Dressing,,450.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16472,64.0,1209.0,285.0,0.3,,2.2,0.01,0.0,57.0,19117,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16473,9.0,860.0,205.0,17.0,0.1,4.5,1.1,10.0,5.0,19163,,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16474,11.0,200.0,46.0,0.5,,0.5,,,,18436,,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16475,32.9,1093.0,260.0,9.5,,9.9,1.35,3.6,3.2,19056,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16476,6.6,338.0,81.0,3.9,,4.5,0.1,2.3,6.6,19722,Natür,,180.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16477,6.0,100.0,24.0,0.0,,0.0,,,,20125,Coop Karma Bio Ginger Curcuma Lemonade ,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16478,19.0,723.0,172.0,7.3,,7.0,0.88,,2.5,18797,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16479,63.0,1480.0,351.0,7.0,4.0,7.0,16.0,1.5,2.0,13716,Bon Chef Mix Für Gratin,,41.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16480,1.0,2090.0,506.0,44.0,1.0,27.0,4.5,17.0,0.5,7084,    Baguettes du troubadour,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16481,7.0,169.0,40.0,0.5,1.0,1.5,1.2,0.0,4.0,10124,Pancho Villa Mexicana Mittelscharfe Sauce mit Tomaten,,312.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16482,65.0,1760.0,419.0,13.0,9.0,6.0,0.71,5.0,2.5,11094,Aha Fibre Cracker Glutenfrei,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16483,48.0,850.0,208.0,0.5,43.0,0.0,0.0,0.5,0.5,12851,MClassic Eucalyptus Gummi-pastillen Duo,,140.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16484,59.0,2390.0,572.0,34.0,1.0,7.0,0.2,20.0,59.0,15463,Coop Katzenzüngli,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16485,58.9,2036.0,487.0,25.7,0.0,3.7,0.25,21.2,48.2,18185,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16486,71.0,1483.0,350.0,1.2,3.5,12.0,0.0,0.3,3.2,19096,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16487,32.7,991.0,235.0,6.8,,10.8,1.94,3.6,3.9,18417,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16488,10.9,290.0,68.0,1.2,0.0,3.5,0.0,0.0,0.0,18737,,,,ml,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16489,1.0,870.0,207.0,6.0,,37.0,,,,18492,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16490,0.5,700.0,168.0,9.0,,21.0,,,,18979,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16491,0.5,730.0,175.0,9.0,,18.0,,,,18964,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16492,6.3,408.0,98.0,6.2,0.0,3.9,1.7,1.8,5.8,19265,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16493,11.6,325.0,77.0,2.0,0.3,3.1,0.1,1.2,9.2,6550,ovo drink Mit Ovomaltine,,250.0,ml,128.0,,,,,,,,,0.1,0.1,1.3,0.1,,1.0,,,,,,,,,,0.2,0.5,,116.0,36.0,,,,,,
16494,54.0,1820.0,435.0,21.0,2.5,6.0,0.5,9.0,34.0,2670,Coop Qualité&Prix Choco Brownies,,240.0,g,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16495,0.0,0.9,0.2,0.0,,0.0,0.02,0.0,0.0,5134,Coca-Cola zero,,1000.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16496,55.0,2287.0,548.0,33.0,,6.5,0.19,20.0,53.0,2388,Lindt Swiss Premium Chocolate Assorted Swiss Chocolates,,197.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16497,15.0,2671.0,645.0,54.0,,21.0,0.78,8.7,6.5,5244,Seeberger Wertvolle Snacks Gourmet Nut Mix Roasted Salted,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16498,38.0,1630.0,391.0,23.0,2.0,7.0,0.78,,2.5,17720,,,,g,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16499,21.9,427.0,101.0,1.4,,0.1,,,,19064,,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16500,0.0,730.0,174.0,10.0,0.0,22.0,0.05,2.5,0.0,17831,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16501,7.0,1723.0,418.0,41.0,,4.5,1.6,4.4,3.9,17914,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16502,6.7,233.0,55.0,0.1,1.1,5.2,0.15,,,17767,,,,g,,,0.0,,,,,,,,,,,,,,,,1.7,0.2,4.5,0.1,,,,,,,,,,,,,
16503,68.8,1600.0,380.0,10.0,0.0,2.9,0.12,6.0,46.2,18193,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16504,16.0,440.0,105.0,3.0,,3.5,,,,18703,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16505,42.8,2107.0,506.0,30.9,9.5,9.4,0.07,5.7,30.1,19089,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16506,81.9,1596.0,376.0,0.3,4.7,9.1,0.73,0.1,5.5,17931,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16507,51.0,4.2,,,2.2,10.1,1.0,,2.2,17717,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16508,54.1,1531.0,365.0,14.0,1.2,4.9,0.3,8.8,35.6,18004,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16509,27.0,1004.0,391.0,9.0,0.0,12.6,1.6,5.0,4.1,18410,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16510,6.9,123.0,29.0,0.0,,0.0,0.05,0.0,6.9,18222,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16511,53.3,1830.0,439.0,26.9,,5.3,1.6,2.8,3.1,4574,Tyrrells Hand Cooked English Crisps Roast Beef & Horseradish,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16512,9.0,129.0,31.0,0.0,,0.02,0.01,,8.7,5961,Green Tea Pomegranate,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16513,31.0,808.0,192.0,6.0,1.0,3.0,0.25,2.5,20.0,14766,Hauskonditorei Frucht-Torte,['Switzerland'],950.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16514,19.5,1041.0,250.0,15.1,,8.3,0.55,7.1,1.7,18846,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16515,51.0,2453.0,586.0,38.0,,9.0,0.01,15.0,48.0,12750,Ragusa Blond Caramélisé,,125.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16516,1.0,961.0,231.0,17.0,,18.5,0.75,11.8,0.5,8366,Galbani Mozzarella minis,,165.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16517,,,,,,,,,,5734,Coop Qualitè & Prix Gala Penne Rigate,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16518,18.0,302.0,72.0,0.2,,3.5,0.0,0.1,12.2,4411,Quinta d'Avó Knoblauch Püree,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16519,0.5,830.0,187.0,11.0,,21.0,,,,18963,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16520,0.5,440.0,104.0,1.0,,24.0,,,,18969,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16521,0.0,528.0,139.0,6.4,,20.3,2.3,1.6,0.0,18433,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16522,1.0,1063.0,256.0,20.0,,18.0,2.9,14.4,1.0,18633,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16523,31.3,1394.0,334.0,21.0,,4.5,0.2,,29.6,18926,,,,ml,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16524,11.6,208.0,49.0,0.1,,0.1,,,,19723,Solevita Cranberrynektar,,1000.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16525,68.0,1804.0,430.0,11.9,1.4,12.4,0.5,2.8,51.3,4363,Confeitaria Vale Cavacas de Pombal,,90.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16526,52.0,2343.0,562.0,36.0,,6.2,0.16,22.0,50.0,2383,Lindt Swiss Premium Chocolate Assorted Chocolates,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16527,48.0,1070.0,253.0,1.5,3.5,10.0,1.8,0.6,3.5,14164,Semmeli,,400.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16528,21.0,664.0,158.0,5.0,2.5,6.0,1.2,2.5,7.0,15063,Gnocchi alors basilic con pomodorini e mozzarella,,400.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16529,85.0,1526.0,357.0,0.1,0.0,4.1,0.04,,68.0,9782,Red Band Sour Mushrooms,,140.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16530,,450.0,108.0,,,,,,,5616,Knorr Spaghetteria Spaghetti Carbonara Schinkensauce,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16531,5.0,1325.0,321.0,29.5,,8.0,2.15,4.5,1.4,18438,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16532,27.7,644.0,152.0,,,3.7,0.1,1.6,26.0,18919,,,,ml,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16533,30.0,957.0,228.0,10.8,,3.6,,,,18920,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16534,0.2,,822.0,197.0,0.0,21.8,3.0,2.0,0.1,18456,,,,g,,,0.0,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16535,14.4,447.0,106.0,3.0,0.3,4.3,0.14,1.7,,17741,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16536,47.0,824.0,201.0,0.0,42.0,0.0,0.03,,0.5,12846,"Migros Bonherba Kräuterpastillen, zuckerfrei",,75.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16537,4.0,1480.0,358.0,33.6,,9.7,1.03,24.1,2.8,18643,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16538,,1758.0,419.0,18.0,1.5,4.5,0.18,5.0,39.0,14752,Migros Rüeblitörtli,['Switzerland'],190.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16539,,,,,,,,,,12852,M Classic Spitzwegerich Halspastillen,,80.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16540,2.8,1608.0,380.0,41.2,,1.4,,,,7913,THOMY Sauce à salade FRENCH ONCTUEUSE - FRAÎCHE - RELEVÉE,,450.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16541,71.0,730.0,174.0,0.0,0.6,0.1,,,0.0,15162,M Classic : Kaugummi : Spearmint,,80.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16542,7.7,411.0,97.0,0.7,0.5,14.7,1.0,0.2,1.5,17839,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16543,3.0,1053.0,253.0,19.5,,16.5,2.4,14.0,3.0,8356,Galbani Schmelzkäse mit Mozzarella,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16544,1.6,1289.0,308.0,16.9,,22.0,,,,19003,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16545,23.4,996.0,238.0,11.2,1.7,10.0,1.1,0.0,2.7,18820,,,,g,,,0.0,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16546,,229.0,55.0,2.7,,2.0,0.95,,,18864,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16547,41.1,1238.0,295.0,11.7,,5.4,0.18,8.6,21.3,18906,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16548,33.2,1014.0,241.0,8.3,,8.4,1.5,3.6,1.7,19060,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16549,28.0,894.0,213.0,9.5,,3.1,0.1,6.4,25.0,18945,,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16550,14.0,2790.0,674.0,62.0,,15.0,0.0,6.0,5.0,18042,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16551,0.5,1330.0,320.0,28.0,0.0,18.0,1.2,18.0,0.1,17707,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16552,23.0,660.0,157.0,6.0,,1.5,0.02,0.5,0.5,18849,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16553,29.5,995.0,237.0,8.5,1.8,9.7,1.37,3.8,3.1,17807,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16554,58.0,1910.0,456.0,20.1,4.1,9.0,0.48,13.0,29.7,17930,Cornfield Muesli Riegel,,162.0,g,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16555,4.0,670.0,163.0,15.0,0.0,3.0,0.0,0.0,0.0,17866,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16556,0.1,1141.0,273.0,17.0,,30.0,1.2,10.0,0.1,18672,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16557,63.0,2117.0,506.0,24.0,4.0,7.4,0.28,11.0,29.0,11027,Alnatura Dinkel Doppel Keks,,90.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16558,5.3,94.0,22.0,0.0,,0.0,0.04,,5.3,10748,Oasis,,250.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16559,73.5,1664.0,394.0,6.1,5.9,8.4,1.01,4.8,18.8,1670,Nestle Fitness Joghurt,,350.0,g,557.0,,,,,,,13.0,,,1.7,16.0,1.2,,,,,,,,,,152.0,,,,,,,,,,,,
16560,9.0,2440.0,592.0,61.0,0.5,1.5,3.3,38.0,1.5,13193,M Budget Grillbutter,,120.0,g,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16561,2.5,170.0,41.0,0.1,0.0,7.0,0.08,0.0,2.5,19727,Coop Qualité & Prix high protein milk,,1000.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16562,3.2,1051.0,254.0,23.5,,7.5,0.8,15.6,3.2,18345,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16563,52.0,2275.0,546.0,34.0,6.0,5.0,0.5,21.0,49.0,21337,Quadretti Dunkle Schokolade mit Blutorange,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16564,46.4,1761.0,422.0,23.6,,5.7,0.85,,30.4,17995,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16565,25.6,996.0,237.0,9.6,,11.1,1.0,5.2,4.4,18812,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16566,1.0,1134.0,273.0,21.0,,20.0,1.6,15.0,0.5,17715,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16567,9.5,2447.0,592.0,49.4,,21.2,0.0,,,17609,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16568,47.0,2230.0,530.0,36.0,7.0,6.0,0.02,19.0,44.0,2518,VILLARS PUR CHOCOLAT SUISSE NOIR Amandes,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16569,90.0,1560.0,367.0,1.0,,0.0,0.1,1.0,81.0,17576,,,,g,,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16570,,,,,,,,,,13194,Capelli Sauce Sauce Diabolo,,60.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16571,33.0,969.0,230.0,6.0,2.0,10.0,1.0,2.0,1.5,14267,M ClassicTortelloni al formaggio,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16572,41.0,904.0,214.0,0.9,9.0,6.0,1.6,0.5,0.9,9832,Bio Roggenvollkornbrot,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,
16573,1.74,1756.0,427.0,46.22,,0.97,2.18,3.89,1.45,7896,Bruno's Best Sauce Salade italienne,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16574,41.0,823.0,194.0,0.4,,5.3,1.1,0.1,,18388,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16575,3.0,1009.0,244.0,23.0,0.0,6.0,1.4,16.1,3.0,18590,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16576,0.5,1640.0,396.0,32.0,0.0,27.0,1.5,19.0,0.0,17692,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16577,15.5,633.0,152.0,8.7,,2.8,0.25,5.5,12.8,18613,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16578,20.3,917.0,219.0,8.6,9.7,10.2,1.4,0.5,3.4,18802,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16579,4.0,110.0,25.0,0.5,0.5,1.0,0.89,0.5,0.7,11237,Bon Chef Fleischkügeli mit Fideli,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16580,55.0,2344.0,563.0,37.0,,5.9,0.14,26.0,34.0,2659,Kagi Fret Feinste Schweizer Schokoladewaffel,,65.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16581,11.0,193.0,46.0,0.0,3.2,1.3,0.04,0.0,3.9,6636,Yakult Plus Mit Milliarden Lactobacillus casei Shirota,,325.0,g,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16582,63.7,1840.0,438.0,14.7,8.4,8.6,0.3,6.8,24.8,1270,Alnatura : Hafer Crunchy,['Germany'],750.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16583,51.0,2330.0,560.0,35.0,,8.0,0.08,15.0,49.0,2425,Goldkenn Gold Swiss Pralines,,300.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16584,,,,,,,,,,8984,Oakheart Spiced Rum Spirit Drink,,700.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16585,1.0,971.0,,12.0,,30.0,5.0,4.5,1.0,18479,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16586,16.6,502.0,119.0,3.8,,4.0,0.15,,16.3,18771,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16587,21.0,870.0,208.0,12.0,0.8,3.5,0.2,7.0,,14640,VANILLE & CHOCOLAT Ice Cream,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16588,49.0,1324.0,314.0,7.0,3.5,12.0,1.6,0.6,2.5,15132,Sonnenkranz,,360.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16589,12.1,375.0,89.0,2.9,,3.4,0.12,1.9,11.9,6762,Danone 2x Banane 2x Erdbeere,,500.0,g,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16590,2.0,2162.0,522.0,44.2,,29.0,5.0,17.7,1.0,13163,Justin Bridou Bâton de Berger Mini,,80.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16591,30.0,670.0,160.0,2.0,1.5,4.5,1.1,1.0,0.5,6099,Betty Bossi : Dim Sum Gyoza : mit Crevetten,"['Switzerland', 'Viet Nam']",300.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16592,4.3,256.0,62.0,4.0,2.0,1.1,1.0,0.5,3.8,5520,Barilla Zucchini & Aubergine Tomato and vegatable sauce,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16593,51.0,1156.0,273.0,2.8,,9.2,1.78,0.4,4.7,19069,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16594,20.0,726.0,173.0,8.0,0.6,5.0,0.85,2.5,1.0,15082,Red Thai curry with tofu and rice,,370.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16595,56.0,2077.0,497.0,28.0,1.5,4.5,0.36,11.0,38.0,15330,Migros Sélection Petit Gâteau Carré Citron,,60.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16596,26.0,1064.0,254.0,12.0,1.0,10.0,0.85,4.0,2.5,14301,Migros SÉLECTION RAVIOLONE TARTUFO Frischeierteigwaren gefüllt mit ricotta,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16597,17.0,560.0,133.0,5.0,0.5,5.0,0.2,2.5,11.0,13631,Joghurt Crunchy,,175.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16598,,,,,,,,,,11676,Migros Boncampo Espresso Forte,,50.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16599,0.7,12.0,3.0,0.5,0.5,0.5,0.9,0.1,0.5,11225,ALNATURA Hühner Bouillon,,66.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16600,9.0,1860.0,451.0,43.0,,7.0,,,,14719,Labeyrie Apéritif Alliance de Bloc de Foie Gras de Canard et Figues,['France'],75.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16601,11.0,610.0,146.0,8.0,1.0,7.0,1.2,5.0,2.5,5004,Coop Betty Bossi Lasagne alla fiorentina,,400.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16602,24.8,1180.0,283.0,17.6,,5.2,0.13,9.1,23.9,18950,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16603,12.0,470.0,113.0,6.0,1.5,2.0,0.8,1.5,0.5,11336,,,1000.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16604,43.0,2600.0,626.0,48.0,,4.5,0.34,36.0,42.0,5171,Lindt Lindor Milch,,216.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16605,20.0,825.0,196.0,6.2,,14.0,1.7,,6.5,19025,,,,g,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16606,13.7,423.0,100.0,2.7,0.0,4.9,1.46,0.6,2.7,18873,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16607,1.0,432.0,102.0,2.0,,20.0,2.75,0.8,1.0,18463,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16608,14.7,593.0,142.0,8.0,,2.6,,,,18726,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16609,3.0,260.0,61.0,0.5,0.0,11.0,0.1,0.0,3.0,17676,,,,g,,,0.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16610,38.9,927.0,219.0,1.6,,12.1,,,,19126,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16611,54.9,2234.0,532.0,,,6.7,0.77,14.3,18.8,19169,,,,g,,,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16612,58.6,2119.0,505.0,26.9,,5.2,0.1,21.5,34.9,18067,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16613,49.0,2183.0,524.0,33.0,4.2,5.6,1.7,3.0,0.6,18084,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16614,18.0,600.0,144.0,7.0,0.9,3.5,0.1,4.0,16.0,17658,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16615,29.5,887.0,211.0,,,8.5,1.24,,1.5,18538,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16616,59.0,1052.0,248.0,0.5,,0.5,0.01,,56.0,17901,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16617,3.7,1076.0,259.0,212.0,,13.5,,,,18500,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16618,6.3,103.0,24.0,0.5,,0.5,,,,18032,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16619,16.0,650.0,154.0,8.0,,4.5,0.1,,13.0,18598,,,,g,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16620,25.9,856.0,204.0,9.5,0.8,3.4,0.39,5.0,12.6,18008,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16621,34.7,701.0,165.0,3.0,0.0,1.5,56.5,0.0,0.0,19125,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16622,16.0,520.0,124.0,6.0,0.5,1.5,0.08,4.0,16.0,17795,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
