,Carbohydrates,Energy,Energy (kCal),Fat,Fiber,Protein,Salt,Saturated fat,Sugars,id,name,origins,quantity,unit,Calcium,Omega-3 fatty acids,Polyunsaturated fatty acids,Sodium,Monounsaturated fatty acids,Vitamin A,Vitamin C (Ascorbic acid),Iron,Selenium,Vitamin B1 (Thiamin),Vitamin B2 (Riboflavin),Vitamin B3 (Niacin),Vitamin B6 (Pyridoxin),Vitamin D (Cholacalciferol),Vitamin E (Tocopherol),Vitamin K,Zinco,Polyols,Fructose,Glucose,Lactose,Saccharose,Folic acid,Biotin,Vitamin B12 (Cobalamin),Vitamin B5 (Panthothenic acid),Cholesterol,Phosphorus,Magnesium,Iodine,Provitamin A (β-carotene),Omega-6 fatty acids,Sulfate,Nitrate,Silica
1358,61.0,1050.0,251.0,0.0,1.5,0.0,0.01,,46.0,3035,coop PRiX Garantie Confiture Erdbeere,,750.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,17.0,1630.0,390.0,36.0,,,3.3,,,4665,Coop Fine Food Limonen Basilikum Vinaigrette,,60.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,68.0,1670.0,398.0,10.0,5.0,7.0,0.48,4.5,41.0,13359,Farmer Soft Apfel,,240.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,,,,,,,,,,21025,Natur Aktiv Bio Hafer-Drink Natur,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,73.7,1489.0,351.0,1.4,,9.2,0.99,0.6,19.3,14717,LABEYRIE Petits pains de maïs,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,62.0,2274.0,544.0,30.0,1.0,6.0,0.75,,,9794,Carrefour Palets bretons,,125.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,86.0,1750.0,415.0,7.0,0.8,1.5,0.04,4.5,35.0,16603,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,52.0,2470.0,592.0,40.0,0.0,6.0,0.25,24.0,52.0,16611,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,67.0,1931.0,460.0,18.0,3.0,6.0,0.0,1.5,61.0,16582,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,53.0,,560.0,35.0,2.5,7.0,0.2,21.0,52.0,16586,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,53.0,2330.0,559.0,35.0,2.0,7.0,0.2,21.0,52.0,16617,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,58.0,2216.0,530.0,30.0,,6.1,0.16,18.0,52.0,2569,Lindt MILCH CRUNCHY Feinste Schweizer Milch-Chocolade Crunchy,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,4.7,130.0,30.0,0.5,,0.8,,,,3691,COOP Qualite & Prix Silberzwiebeln,,235.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,83.4,1639.0,380.0,1.3,2.5,9.0,0.08,0.4,32.0,14974,Nestlé Lactoplus Honig,,,g,40.0,,,30.0,,250.0,90.0,15.5,,1.2,,11.0,0.6,12.7,7.0,5.0,2.4,,,,,,,,,1.2,,,,42.0,,,,,
1372,12.0,311.0,74.0,2.5,0.5,0.7,0.04,2.0,12.0,12646,"Smoothie Ananas, Cocos",,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,69.5,1774.0,,10.6,4.0,9.9,2.5,5.0,3.5,18100,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,60.3,2230.0,534.0,29.4,,5.9,0.47,20.3,36.4,18138,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,60.0,1620.0,388.0,12.0,,9.0,,,,4256,Coop naturaplan Biber,,62.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,64.9,2065.0,493.0,23.7,,4.4,0.41,13.7,49.1,12789,Twix minis,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,,,,,,,,,,18079,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,18.0,1440.0,345.0,25.0,0.5,12.0,1.7,11.0,1.0,15055,Waadtländer Saucisson im Teig,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,,,,,,,,,,8431,Castell D'Agly Cazes Maury Sec 2014,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,51.0,2290.0,551.0,35.0,7.0,4.5,0.01,21.0,48.0,16648,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,52.0,2220.0,533.0,33.0,2.0,6.0,0.19,20.0,51.0,16624,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,52.0,2470.0,592.0,40.0,0.0,6.0,0.25,24.0,52.0,16644,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,,,,,,,,,,16635,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,,,,,,,,,,9471,CHATEAU PECH-LATT Corbières 2015,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,,1400.0,335.0,0.0,,0.5,,,,2998,Apimiel Swiss Honey,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,10.6,180.0,42.0,0.0,,0.0,0.0,0.0,10.6,8987,Coca-Cola,,1500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,16.0,440.0,104.0,3.0,0.0,3.0,0.1,1.7,15.0,15712,M Classic Marroni Joghurt,,180.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,44.0,2660.0,640.0,49.0,,4.9,0.15,36.0,43.0,15563,Lindt LINDOR UNENDLICH ZARTSCHMELZEND ASSORTIERT,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,7.0,168.0,40.0,0.5,3.5,0.9,1.5,,1.5,10165,Pancho Villa AUTHENTIC MEXICAN Hot Mex SAUCE,,230.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,70.9,1863.0,443.0,15.7,,3.9,0.43,7.7,61.9,12784,Mars Minis,,275.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,6.8,690.0,166.0,1.5,,,,0.0,,15164,M Classic : Kaugummi : Dental Peppermint,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,7.1,298.0,71.0,3.9,1.1,1.4,1.4,0.6,6.6,10613,Alnatura Kräuter,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,14.0,350.0,82.0,1.5,0.5,3.0,0.1,0.9,13.0,12974,Migros bifidus Drink Mokka,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,19.9,365.0,86.0,2.0,,3.0,4.0,,16.5,3853,Uncle Ben's SWEET & SOUR EXTRA ANANAS ,,400.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,53.0,2340.0,560.0,35.0,2.5,7.0,0.19,21.0,52.0,16640,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,58.0,2340.0,561.0,34.0,1.5,5.0,0.14,20.0,57.0,16634,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,61.0,1964.0,469.0,22.0,,3.7,3.0,1.8,0.0,18080,Crusti Croc Twisters,,175.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,,,,,,,,,,22322,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,1.0,890.0,213.0,18.0,0.5,12.0,1.8,7.0,1.0,7165,coop AUFSCHNITT,,130.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,0.0,2960.0,720.0,80.0,0.0,0.0,0.1,40.0,0.0,13060,M Budget Margarine,,,g,,,13.0,,,240.0,,,,,,,,1.5,7.2,,,,,,,,,,,,,,,,,,,,
1401,9.0,350.0,84.0,4.0,1.5,2.0,,1.5,1.0,2982,Coop Qualité & Prix Gratin Dauphinois,,500.0,g,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,5.5,92.0,22.0,0.0,,0.0,0.0,0.0,5.5,4929,Volvic Zitrone-Limette,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,,,,,,,,,,15713,M Classic Apfelsaft,,250.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,,210.0,50.0,1.0,,10.0,,0.5,,7649,Coop Miesmuscheln,,,g,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,0.0,318.0,76.0,1.3,0.0,16.0,0.25,0.3,0.0,7689,coop Qualité & Prix Goldbuttfilet,,1000.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,52.0,2470.0,592.0,,0.0,6.0,0.25,24.0,52.0,16651,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,55.0,2260.0,542.0,32.0,3.0,7.0,0.16,,53.0,16646,,,,g,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,6.9,169.0,40.0,0.5,1.2,1.4,1.2,,3.9,5828,Old El Paso Chunky Salsa Dip,,312.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,4.0,1060.0,256.0,25.3,0.0,3.0,0.1,14.9,4.0,13083,Valfora Saucenhalbrahm,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,0.3,3033.0,738.0,81.3,0.0,0.8,1.2,8.2,0.2,4049,FREILANDEIER THOMY,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,5.0,100.0,22.0,0.0,,0.6,1.0,0.0,4.0,5989,Biotta Sauerkraut,,500.0,ml,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,53.0,1200.0,283.0,3.0,2.0,10.0,0.08,0.8,2.0,14317,Armando de Angelis Tagliolini Trafilatura in Bronzo,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,0.0,3370.0,819.0,91.0,0.0,0.0,,14.0,0.0,10320,Alexis Manaki Griechische Olivenöl extra vergine Ausgewogen,,500.0,ml,,,13.0,,55.0,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,
1414,100.0,1700.0,400.0,0.0,,0.0,,,,10554,Aarberg Feinster Backzucker,,600.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,15.0,430.0,103.0,3.0,0.0,3.5,0.1,2.0,14.0,6449,Free From Jogurt Erdbeere Lactosefrei,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,5.0,430.0,104.0,6.0,3.0,6.0,4.0,0.5,3.0,10417,Migros Bio Senf mild,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,6.9,481.0,110.0,8.9,,0.8,,,,4052,THOMY Thomynaise 90% weniger Fett extra light,,190.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,58.0,2340.0,561.0,34.0,1.5,5.0,0.14,,57.0,16649,,,,g,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,25.8,749.0,178.0,6.5,0.9,3.5,0.12,3.6,16.1,6116,Ruci SWISS ICE CREAM MANGO & KARDAMOM,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,49.0,1680.0,361.0,19.0,1.0,8.0,0.55,12.0,18.0,4272,Pandorino,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,61.0,2102.0,502.0,25.0,,6.7,0.68,14.0,36.0,18117,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,58.2,2245.0,538.0,30.6,,5.8,0.44,20.9,33.5,18137,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,71.0,1583.0,374.0,4.2,,11.0,6.68,,1.1,18096,,,,g,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,26.0,700.0,168.0,5.0,0.0,4.0,0.2,3.0,22.0,7002,"Qualité & Prix : Vanille, Milchglace",['Schweiz'],1025.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,6.0,347.0,84.0,3.5,8.0,3.0,0.0,2.5,4.5,13412,Midor Pudding Crème Vanille-Aroma,,140.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,9.0,330.0,79.0,2.5,1.5,4.5,0.0,0.5,8.0,6781,Coop Naturaplan Bio Sojaerzeugnis Gezuckert,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,4.7,122.0,29.0,0.1,1.4,1.3,0.7,,3.9,3954,CIRIO Polpa di Pomodoro,,400.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,57.0,2240.0,536.0,31.0,2.5,6.0,0.17,19.0,56.0,12736,Frey Mahony Lait,,400.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,,,,,,,,,,15059,Rouleaux d'été aux légumes,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,55.4,2242.0,538.0,31.4,8.2,4.3,0.01,18.3,53.1,16677,,,1300.0,g,,,,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,19.0,1110.0,267.0,17.0,1.0,9.0,1.1,7.0,4.0,11962,M Classic Quinches Lorraines 4 Stick,,280.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,43.0,2630.0,633.0,49.0,2.0,4.0,0.5,,42.0,16547,,,,g,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,53.0,2340.0,560.0,35.0,2.5,7.0,0.2,,52.0,16543,,,,g,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,10.0,260.0,61.0,1.0,0.0,3.0,0.1,0.0,9.0,21089,Mclassic Ice Coffee,,250.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,78.0,1490.0,,0.9,1.5,7.0,0.5,,,16671,,,,g,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,8.0,710.0,169.0,16.0,0.5,0.2,0.6,8.0,0.5,12051,Pelican Goldbuttfilets  leicht paniert,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,51.0,2282.0,548.0,35.0,,5.4,2.0,2.7,0.5,18090,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,48.4,2264.0,543.0,35.3,6.5,8.0,0.4,13.5,44.3,16680,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,33.7,1716.0,411.0,20.1,12.4,17.4,0.5,11.6,33.7,2885,Nescafé Dolce Gusto Cappuccino,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,11.08,202.0,48.3,0.0,,0.0,0.0,0.0,11.06,18201,,,1500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,28.8,1443.0,347.0,23.2,,4.4,0.08,16.2,25.7,18910,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,6.0,230.0,54.0,2.0,,3.0,0.1,0.5,5.5,6622,Emmi Benecol,,390.0,ml,,,,,,,,,,,,,0.9,,,,,,,,,,93.0,,,,,,,,,,,,
1443,64.2,2127.0,508.0,24.7,,5.8,0.5,11.7,32.0,3590,BN Teenage Mutant Ninja Turtles,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,13.0,400.0,95.0,3.2,0.5,3.5,0.1,1.6,12.0,12973,MIGROS BIO SPECIAL EDITION Rote Johannisbeere Joghurt,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,25.5,831.0,198.0,9.3,0.7,2.7,0.14,5.1,18.4,6959,"Movenpick, 4 cornets caramelita - Caramelita Rahmeis mit Caramelsauce und Caramelstückchen",,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,25.0,1020.0,243.0,10.0,0.5,13.0,1.7,0.8,3.5,14057,Crunchy Chicken Nuggets,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,84.5,1624.0,383.0,1.2,3.2,6.9,0.05,0.3,18.5,14925,Nestlé Baby Cereals Cerealien mit Karotte & Kürbis,,,ml,,,,20.0,,280.0,60.0,7.5,,0.7,,6.2,0.3,8.0,4.3,,1.4,,,,,,60.0,,,,,,,55.0,,,,,
1448,,1979.0,472.0,20.0,,6.6,1.6,,,18091,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,3.0,100.0,24.0,0.5,2.0,1.5,0.04,,2.5,12363,Migros Mischsalat,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,12.0,567.0,136.0,8.0,2.0,3.0,0.8,0.8,4.0,11921,El Mundo Quinoa Mix Tomato & Piquillo,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,10.0,250.0,59.0,1.0,0.9,2.0,0.08,0.6,10.0,13003,Migros Petit Drink,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,59.0,2390.0,572.0,34.0,1.0,7.0,,20.0,59.0,15449,Choco Croquettes Schweizer Milchschokolade,,,g,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,23.0,1020.0,268.0,18.0,14.0,3.5,0.05,14.0,18.0,6931,coop Qualité & Prix Rahmglace Vanille,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,,,,,,,,,,8602,VIEILLE PRUNE MORIN VSOP Liqueur Supérieure MORIN PÈRE & FILS,,700.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,2.0,50.0,12.0,0.0,2.0,0.0,0.0,0.0,2.0,10865,Léger Pfirsich-Mango-Sirup,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,27.0,921.0,220.0,12.0,0.5,1.0,0.02,11.0,18.0,14550,Coco ice-land pure coco,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,79.0,1550.0,366.0,1.5,4.0,7.0,0.03,0.7,1.0,10488,Migros Spaghetti Glutenfreie Teigwaren,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,5.0,780.0,187.0,9.0,5.0,19.0,1.0,1.0,2.0,8412,Coop Tivall Délicorn Geschnetzeltes,,,g,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,
1459,,,,,,,,,,16689,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,,,,,,,,,,16693,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,,,,,,,,,,16706,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,,,,,,,,,,16741,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,77.0,1470.0,345.0,0.5,,8.0,,,,16674,,,1000.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,,,,,,,,,,16731,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,56.4,2088.0,500.0,26.7,4.7,6.2,0.49,3.0,0.5,16747,,,185.0,g,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,38.0,1670.0,401.0,25.0,2.0,5.0,1.0,12.0,3.0,14466,MIGROS BIO Blätterteig,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,,,,,,,,,,11584,NOBLESSE CAFÉ ZAUN,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,0.5,7.0,2.0,0.0,0.5,0.5,0.01,0.0,0.5,10787,Migros Zero Ice Tea Lemon 10 sticks,,23.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,75.0,1480.0,350.0,1.5,2.0,8.0,3.0,0.5,1.0,11874,Subito Risotto Milanese,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,16.3,444.0,106.0,2.9,,3.4,,,,6398,Snasseff Yogourt Mocca,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,97.0,980.0,235.0,0.0,0.0,0.0,0.0,,0.0,2766,Ricola Salbei,,125.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,0.0,3400.0,813.0,92.0,0.0,0.0,0.0,13.0,0.0,4659,coop naturaplan GRIECHISCHES OLIVENÖL,,500.0,ml,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,66.0,2060.0,492.0,23.1,,4.4,1.0,12.2,31.1,4358,Vieira Milenium Cream Flavour,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,1.5,1010.0,242.0,18.0,0.0,19.0,0.4,11.0,1.5,8367,Coop Naturaplan Mozzarellaperlen,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,16.0,430.0,102.0,2.9,0.5,3.0,0.1,1.7,16.0,12965,Migros Passion Joghurt mit Mangos,,180.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,1.0,2120.0,510.0,42.0,,32.0,,,,13158,Citterio die Unwiderstehelichen,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,51.0,1440.0,344.0,4.0,15.0,18.0,0.0,1.0,1.5,1706,Naturaplan : Haferkleie : reich an Nahrungsfasern,,450.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,49.5,2384.0,572.0,37.3,,8.6,0.27,17.3,41.2,21506,Kinder bueno mini,,97.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,64.4,1979.0,472.0,20.0,,6.6,0.9,2.0,1.5,18099,,,300.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,54.3,2299.0,551.0,33.8,0.0,6.5,0.24,23.5,35.5,18133,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,80.0,1790.0,424.0,8.0,2.0,7.0,2.6,1.0,4.0,5061,ZWEIFEL my prezz pretzel chips,,180.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,16.0,490.0,116.0,1.5,1.0,9.0,1.0,0.6,2.5,15052,Dim Sum Shao Mai with shrimps & vegetables,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,34.0,2590.0,620.0,49.0,6.0,9.0,0.3,20.0,26.0,2816,Coop Fine Food Pavés À L'Orange,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,,1914.0,459.0,23.0,,9.0,3.0,10.0,2.5,7299,Wasa Sandwich Cheese & Chives 3 pack,,111.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,20.0,560.0,134.0,4.5,0.7,3.0,0.1,3.5,16.0,1263,Midor : Mousse : Himbeer,,140.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,1.0,793.0,188.0,3.5,0.5,38.0,5.0,1.5,0.5,13151,M-Budget Trockenfleisch,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,3.0,1310.0,317.0,31.0,,6.5,1.4,21.0,2.5,7987,CANTADOU Pfeffer Mix,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,,,,,,,,,,16662,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,,,,,,,,,,16684,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,,,,,,,,,,16701,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,,2205.0,527.0,28.0,,,,,,18105,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,29.0,530.0,125.0,0.5,1.0,1.0,2.1,0.5,22.0,16718,,,900.0,g,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,5.8,397.0,96.0,6.8,2.5,1.6,1.1,0.8,4.6,16725,,,350.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,26.0,892.0,213.0,10.0,1.5,4.0,1.0,2.0,2.5,14145,NAUTILUS Kartoffelfiguren,,600.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,59.0,2390.0,572.0,34.0,1.0,7.0,0.2,20.0,59.0,15419,Coop Petits Cœurs Choco,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,3.0,370.0,88.0,4.0,0.5,10.0,1.0,2.5,2.0,13041,M Budget Cottage Cheese Frischkäse-Zubereitung viertelfett,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,46.0,1510.0,361.0,2.0,15.0,22.0,0.02,0.0,5.0,16746,Buuretopf,,500.0,g,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,25.0,680.0,163.0,6.0,0.5,2.0,0.1,5.0,24.0,14539,M Classic Vanille,,2000.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,4.0,100.0,25.0,0.5,,0.5,,,,3679,Chirat Cornichons Zwiebeln,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,2.0,2035.0,490.0,54.0,,1.0,,,,6050,Coop Qualité & Prix Mousse Café de Paris,,60.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,11.0,195.0,46.0,0.5,0.5,0.5,0.03,0.5,11.0,10729,Actilife Omega 3,,1000.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,59.0,2341.0,561.0,34.0,1.5,4.0,0.23,8.0,58.0,12404,M-Classic Frelitta Bicolor,,400.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,,,,,,,,,,16688,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,,,,,,,,,,16692,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,,,,,,,,,,16696,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,,,,,,,,,,16707,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,0.5,10.0,3.0,0.5,,0.5,,,,16664,,,120.0,ml,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
